name,oldest,refs,ts_count,youngest
Avensac,Ordovician,"2, 3, 12, 282, 401",0.0,Ordovician
Cabril,Ordovician,"2, 3, 12, 300, 401",0.0,Ordovician
Fonte da Horta,Ordovician,"2, 3, 12, 282, 300, 401",0.0,Ordovician
Chase Lake,Ordovician,"2, 3, 12, 175, 401",0.0,Ordovician
Yenchi,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Fort Pena,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Heimbjerge,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Bir Ben Tartar,Ordovician,"2, 12, 249, 401",0.0,Ordovician
Los Azueles,Ordovician,"2, 12, 299, 401",0.0,Ordovician
Yerba Loca,Ordovician,"2, 12, 299, 401",0.0,Ordovician
Gezhuang,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Shatang,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Yuhong,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Laval,Ordovician,"2, 12, 51, 401",0.0,Ordovician
St. Peter Sandstone,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Stones River,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Nemagraptus gracilis/ Oepikograptus bekkeri,Ordovician,"2, 12, 400, 401",0.0,Ordovician
Effna Limestone,Ordovician,"2, 12, 188, 401",0.0,Ordovician
Porterfieldian,Ordovician,"2, 12, 183, 401",0.0,Ordovician
La Cantera,Ordovician,"2, 12, 299, 401",0.0,Ordovician
Los Azules,Ordovician,"2, 12, 299, 401",0.0,Ordovician
Tchertovskaya,Ordovician,"2, 12, 399, 401",0.0,Ordovician
Belonechitina hirsuta / Lagenochitina sp. A,Ordovician,"2, 3, 12, 401",0.0,Ordovician
Cahabagnathus sweeti,Ordovician,"2, 12, 50, 401",0.0,Ordovician
Yangtzeplacognathus jianyeensis-Pygodus anserinus,Ordovician,"2, 12, 382, 401",0.0,Ordovician
Chazy,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Chazyan,Ordovician,"2, 12, 401",0.0,Ordovician
Dutchtown,Ordovician,"2, 12, 88, 401",0.0,Ordovician
Pontotoc,Ordovician,"2, 12, 223, 401",0.0,Ordovician
Tumbez,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Ancell,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Annville,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Five Oaks,Ordovician,"2, 12, 80, 401",0.0,Ordovician
Liberty Hall,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Lincoln Shale,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Loysburg,Ordovician,"2, 12, 114, 401",0.0,Ordovician
St. Paul,Ordovician,"2, 12, 50, 401",0.0,Ordovician
Wells Creek Dolomite,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Woods Hollow,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Camp Nelson,Ordovician,"2, 12, 39, 401",0.0,Ordovician
Copenhagen Lower,Ordovician,"2, 12, 39, 401",0.0,Ordovician
Valcour,Ordovician,"2, 12, 39, 401",0.0,Ordovician
Tellico,Ordovician,"2, 12, 188, 401",0.0,Ordovician
Dot Limestone,Ordovician,"2, 12, 166, 401",0.0,Ordovician
Poteet Limestone,Ordovician,"2, 12, 166, 401",0.0,Ordovician
Beech,Ordovician,"2, 12, 143, 401",0.0,Ordovician
Hero,Ordovician,"2, 12, 143, 401",0.0,Ordovician
Yaoxian,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Äjchikhin,Ordovician,"2, 12, 329, 401",0.0,Ordovician
Karastun,Ordovician,"2, 12, 329, 401",0.0,Ordovician
Ridley,Ordovician,"2, 12, 119, 401",0.0,Ordovician
Almelund Shale,Ordovician,"2, 12, 37, 401",0.0,Ordovician
Qiaojia Upper,Ordovician,"2, 12, 52, 401",0.0,Ordovician
Las Aguaditas,Ordovician,"2, 12, 347, 401",0.0,Ordovician
Mamyr,Ordovician,"2, 12, 289, 399, 401",0.0,Ordovician
Lindero,Ordovician,"2, 12, 333, 401",0.0,Ordovician
Peletay,Ordovician,"2, 12, 333, 401",0.0,Ordovician
Datienba,Ordovician,"2, 12, 64, 401",0.0,Ordovician
Fengdonggang,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Argiles d'Oued Saret,Ordovician,"2, 12, 249, 401",0.0,Ordovician
Kirkland Conglomerate,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Saergan,Ordovician,"2, 12, 117, 401",0.0,Ordovician
Assise de Vitrival-Bruyère,Ordovician,"2, 12, 240, 401",0.0,Ordovician
Craig-y-Llam,Ordovician,"2, 12, 240, 401",0.0,Ordovician
Laikuoshan,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Lengshuigou,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Sargan,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Tongshan,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Downan Point Lava,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Kirkton,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Tramore Limestone,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Castillejo,Ordovician,"2, 12, 310, 401",0.0,Ordovician
Izgouiren,Ordovician,"2, 12, 304, 401",0.0,Ordovician
Llanfawr Mudstone,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Centaurus Limestone,Ordovician,"2, 11, 12, 401",0.0,Ordovician
Chiron Limestone,Ordovician,"2, 11, 12, 401",0.0,Ordovician
Upper Grey Orthoceras Limestone,Ordovician,"2, 11, 12, 401",0.0,Ordovician
Luarca,Ordovician,"2, 12, 280, 401",0.0,Ordovician
Colorada,Ordovician,"2, 12, 279, 401",0.0,Ordovician
Membrillo,Ordovician,"2, 12, 279, 401",0.0,Ordovician
Amorphognathus inaequalis,Ordovician,"2, 12, 400, 401",0.0,Ordovician
Eisenackitina rhenana,Ordovician,"2, 3, 12, 401",0.0,Ordovician
Jezercia,Ordovician,"2, 12, 321, 401",0.0,Ordovician
Marrolithus bureaui,Ordovician,"2, 12, 321, 401",0.0,Ordovician
Upper Dobrotivian,Ordovician,"2, 12, 321, 401",0.0,Ordovician
Mosheim,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Fence,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Superstes,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Dobrotivá,Ordovician,"2, 12, 271, 401",0.0,Ordovician
Dobrotivian,Ordovician,"2, 12, 271, 321, 401",0.0,Ordovician
Pygodus anserinus,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Laufeldochitina stentor,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Hulo,Ordovician,"2, 12, 277, 401",0.0,Ordovician
Tulip Creek,Ordovician,"2, 12, 50, 401",0.0,Ordovician
Crown Point,Ordovician,"2, 12, 51, 401",0.0,Ordovician
Furudal Limestone,Ordovician,"2, 11, 12, 401",0.0,Ordovician
Hendre Shales,Ordovician,"2, 12, 92, 401",0.0,Ordovician
Rorrington Shale,Ordovician,"2, 12, 92, 401",0.0,Ordovician
Craigmalloch,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Currarie,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Stinchar Limestone,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Traboyack,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Håkavik,Ordovician,"2, 12, 29, 401",0.0,Ordovician
Poultney Upper,Ordovician,"2, 12, 157, 401",0.0,Ordovician
Stuyvesant Falls Upper,Ordovician,"2, 12, 157, 401",0.0,Ordovician
Foum Ez Zeidiya Sandy,Ordovician,"2, 12, 238, 401",0.0,Ordovician
Izegguirene,Ordovician,"2, 12, 238, 401",0.0,Ordovician
Kerarmor,Ordovician,"2, 12, 238, 401",0.0,Ordovician
Arline,Ordovician,"2, 12, 188, 401",0.0,Ordovician
Block House,Ordovician,"2, 12, 80, 401",0.0,Ordovician
Laval Middle,Ordovician,"2, 12, 51, 401",0.0,Ordovician
Mingan,Ordovician,"2, 12, 51, 401",0.0,Ordovician
Rockcliffe,Ordovician,"2, 12, 51, 401",0.0,Ordovician
New Market,Ordovician,"2, 12, 113, 401",0.0,Ordovician
Veltsy,Ordovician,"2, 12, 350, 401",0.0,Ordovician
Persnäs,Ordovician,"2, 12, 344, 401",0.0,Ordovician
Los Leones,Ordovician,"2, 12, 333, 401",0.0,Ordovician
Itmurundy,Ordovician,"2, 12, 370, 401",0.0,Ordovician
Kazyk,Ordovician,"2, 12, 370, 401",0.0,Ordovician
BC4,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Skalka,Ordovician,"2, 12, 254, 401",0.0,Ordovician
Dobrotivá Shale,Ordovician,"2, 12, 254, 401",0.0,Ordovician
Sueve,Ordovician,"2, 12, 280, 401",0.0,Ordovician
Kiren-Kudri,Ordovician,"2, 12, 289, 401",0.0,Ordovician
Sierra,Ordovician,"2, 12, 310, 401",0.0,Ordovician
Skalka Quartzite,Ordovician,"2, 12, 321, 401",0.0,Ordovician
Svata Dobrotiva,Ordovician,"2, 12, 321, 401",0.0,Ordovician
Goliath Limestone,Ordovician,"2, 12, 204, 401",0.0,Ordovician
Walli Volcanics,Ordovician,"2, 12, 202, 401",0.0,Ordovician
Coombing,Ordovician,"2, 12, 202, 401",0.0,Ordovician
Gordon,Ordovician,"2, 12, 204, 401",0.0,Ordovician
Gunnars Dam,Ordovician,"2, 12, 231, 401",0.0,Ordovician
Blayney Volcanics Lower,Ordovician,"2, 12, 202, 401",0.0,Ordovician
Kenilworth,Ordovician,"2, 12, 218, 401",0.0,Ordovician
Maumtrasna,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Mweelrea,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Auchensol Bridge,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Confinis,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Lettermullen,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Sunlight Creek,Ordovician,"2, 12, 202, 219, 401",0.0,Ordovician
Ferruginous,Ordovician,"2, 12, 282, 401",0.0,Ordovician
Sularp,Ordovician,"2, 12, 37, 401",0.0,Ordovician
Benan Conglomerate,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Doularg,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Wa,Ordovician,"2, 12, 125, 401",0.0,Ordovician
Tumuxiuke,Ordovician,"2, 12, 103, 401",0.0,Ordovician
McAffe Quartzite,Ordovician,"2, 12, 176, 401",0.0,Ordovician
Oued Saret Shally,Ordovician,"2, 12, 238, 401",0.0,Ordovician
Esbataotine,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Mount Kindle,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Qiaerbake,Ordovician,"2, 12, 57, 401",0.0,Ordovician
Botella Quartzite,Ordovician,"2, 12, 264, 282, 401",0.0,Ordovician
Ugbrook,Ordovician,"2, 12, 204, 229, 401",0.0,Ordovician
Murfreesboro,Ordovician,"2, 12, 119, 401",0.0,Ordovician
Rockdell Limestone,Ordovician,"2, 12, 83, 401",0.0,Ordovician
Bou-Jam-Jam,Ordovician,"2, 12, 282, 401",0.0,Ordovician
May Lower,Ordovician,"2, 12, 282, 401",0.0,Ordovician
Kenyu,Ordovician,"2, 12, 202, 401",0.0,Ordovician
Stokes Siltstone,Ordovician,"2, 12, 215, 401",0.0,Ordovician
Stokes Siltstone Basal,Ordovician,"2, 12, 215, 401",0.0,Ordovician
4c,Ordovician,"2, 3, 12, 401",0.0,Ordovician
Cliffield,Ordovician,"2, 12, 123, 401",0.0,Ordovician
Precipitous Bluff,Ordovician,"2, 12, 233, 401",0.0,Ordovician
Mystic,Ordovician,"2, 12, 365, 401",0.0,Ordovician
5a,Ordovician,"2, 3, 12, 401",0.0,Ordovician
San Marcos,Ordovician,"2, 12, 330, 401",0.0,Ordovician
Aylmer,Ordovician,"2, 12, 75, 401",0.0,Ordovician
Postolonnec Upper,Ordovician,"2, 12, 282, 363, 401",0.0,Ordovician
Badger Flat Limestone,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Andouillé,Ordovician,"2, 12, 224, 401",0.0,Ordovician
Postolonnec,Ordovician,"2, 12, 224, 401",0.0,Ordovician
Whiterockian,Ordovician,"2, 12, 401",0.0,Ordovician
Villar del Salz,Ordovician,"2, 12, 330, 401",0.0,Ordovician
La Venta,Ordovician,"2, 12, 330, 401",0.0,Ordovician
Traveusot,Ordovician,"2, 12, 224, 401",0.0,Ordovician
Selikedaban,Ordovician,"2, 12, 78, 401",0.0,Ordovician
Schroeteri Limestone,Ordovician,"2, 11, 12, 401",0.0,Ordovician
Nant Ffrancon_Sub,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Pittman,Ordovician,"2, 12, 202, 401",0.0,Ordovician
Dryll,Ordovician,"2, 3, 12, 84, 124, 401",0.0,Ordovician
Golam,Ordovician,"2, 3, 12, 84, 124, 401",0.0,Ordovician
Nantannog,Ordovician,"2, 3, 12, 84, 124, 401",0.0,Ordovician
Tiferouiine,Ordovician,"2, 3, 12, 84, 282, 401",0.0,Ordovician
Karasa,Ordovician,"2, 3, 12, 84, 400, 401",0.0,Ordovician
Kosbazhi,Ordovician,"2, 3, 12, 84, 400, 401",0.0,Ordovician
Tozodov Body,Ordovician,"2, 3, 12, 84, 400, 401",0.0,Ordovician
Petes Summit,Ordovician,"2, 3, 12, 159, 160, 176, 401",0.0,Ordovician
Tollev,Ordovician,"2, 3, 12, 244, 346, 401",0.0,Ordovician
Stretinka,Ordovician,"2, 3, 12, 244, 400, 401",0.0,Ordovician
El Arich el Megta,Ordovician,"2, 3, 12, 244, 282, 401",0.0,Ordovician
Noaillan,Ordovician,"2, 3, 12, 244, 282, 401",0.0,Ordovician
Lickey Quartzite,Ordovician,"2, 3, 12, 124, 244, 401",0.0,Ordovician
Yangzhuang,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Postolonnec Lower,Ordovician,"2, 12, 224, 282, 401",0.0,Ordovician
Courijou,Ordovician,"2, 12, 363, 401",0.0,Ordovician
Jiuxi,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Schistes de Postolonnec,Ordovician,"2, 12, 240, 401",0.0,Ordovician
Siliangssu,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Seo,Ordovician,"2, 12, 240, 401",0.0,Ordovician
Luarca Shales,Ordovician,"2, 12, 240, 401",0.0,Ordovician
Cashions Creek,Ordovician,"2, 12, 203, 401",0.0,Ordovician
Brejo Fundeiro,Ordovician,"2, 12, 282, 401",0.0,Ordovician
Pedwardine,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Cacemes,Ordovician,"2, 12, 282, 401",0.0,Ordovician
Angochitina curvata,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Baltoniodus variabilis,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Lagenochitina deunffi,Ordovician,"2, 12, 400, 401",0.0,Ordovician
Libeň,Ordovician,"2, 12, 271, 401",0.0,Ordovician
Crozonaspis chauveli,Ordovician,"2, 12, 321, 401",0.0,Ordovician
Tenuiseptorthis loii,Ordovician,"2, 12, 321, 401",0.0,Ordovician
Prioniodus variabilis,Ordovician,"2, 12, 50, 401",0.0,Ordovician
Charchaq,Ordovician,"2, 12, 74, 401",0.0,Ordovician
Portezuelo del Tontal,Ordovician,"2, 12, 333, 401",0.0,Ordovician
Holston,Ordovician,"2, 12, 178, 401",0.0,Ordovician
Datouyanggou,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Tatruse,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Adze,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Assif bou Zeggarh,Ordovician,"2, 12, 238, 401",0.0,Ordovician
Veryac'h,Ordovician,"2, 12, 238, 401",0.0,Ordovician
Gorse,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Jubilation,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Drabov Quartzite,Ordovician,"2, 12, 254, 401",0.0,Ordovician
Hounsfield K-bentonite,Ordovician,"2, 12, 211, 222, 401",0.0,Ordovician
Trelowgoed Volcanic,Ordovician,"2, 12, 124, 401",0.0,Ordovician
MH K-bentonite,Ordovician,"2, 12, 211, 401",0.0,Ordovician
MX K-bentonite,Ordovician,"2, 12, 211, 401",0.0,Ordovician
Oregon Dolomite,Ordovician,"2, 12, 121, 401",0.0,Ordovician
Berriefield K-bentonite,Ordovician,"2, 12, 211, 401",0.0,Ordovician
Amsterdam Limestone,Ordovician,"2, 12, 121, 401",0.0,Ordovician
Cloche Island,Ordovician,"2, 12, 121, 401",0.0,Ordovician
Decorah Shale Upper,Ordovician,"2, 12, 121, 401",0.0,Ordovician
Baltoniodus gerdae,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Belodina compressa,Ordovician,"2, 12, 50, 401",0.0,Ordovician
Climacograptus bicornis,Ordovician,"2, 12, 329, 401",0.0,Ordovician
Erismodus quadridactylus,Ordovician,"2, 12, 50, 401",0.0,Ordovician
Lagenochitina dalbyensis,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Haljala,Ordovician,"2, 9, 12, 17, 401",0.0,Ordovician
High Bridge,Ordovician,"2, 12, 50, 401",0.0,Ordovician
Letná,Ordovician,"2, 12, 271, 401",0.0,Ordovician
Aurelucian,Ordovician,"2, 12, 401",0.0,Ordovician
Idavere,Ordovician,"2, 3, 12, 401",0.0,Ordovician
Turinian,Ordovician,"2, 12, 401",0.0,Ordovician
Plectodina aculeata,Ordovician,"2, 12, 191, 401",0.0,Ordovician
Dicranograptus sinensis,Ordovician,"2, 12, 54, 401",0.0,Ordovician
Arrnoriachitina granulifera,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Bromide,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Joachim Dolomite,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Elway,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Glenwood,Ordovician,"2, 12, 39, 401",0.0,Ordovician
Sa2,Ordovician,"2, 12, 13, 401",0.0,Ordovician
Benbolt,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Bolarian,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Chatham Hill,Ordovician,"2, 12, 178, 401",0.0,Ordovician
Lincolnshire Limestone,Ordovician,"2, 12, 183, 401",0.0,Ordovician
McGraw,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Peery Limestone,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Rich Valley,Ordovician,"2, 12, 178, 401",0.0,Ordovician
Ward Cove Limestone,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Corbin Ranch,Ordovician,"2, 12, 223, 401",0.0,Ordovician
Pooleville,Ordovician,"2, 12, 223, 401",0.0,Ordovician
McGlone,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Las Vacas,Ordovician,"2, 12, 93, 299, 401",0.0,Ordovician
Wassum,Ordovician,"2, 12, 178, 401",0.0,Ordovician
Wildernessian,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Fengfeng Upper,Ordovician,"2, 12, 200, 401",0.0,Ordovician
Blackriverian,Ordovician,"2, 12, 39, 401",0.0,Ordovician
Nealmont,Ordovician,"2, 12, 22, 401",0.0,Ordovician
Tyrone,Ordovician,"2, 12, 22, 25, 401",0.0,Ordovician
Watertown,Ordovician,"2, 12, 17, 401",0.0,Ordovician
Ben Hur Limestone,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Hardy Creek,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Hurricane Bridge Limestone,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Martin Creek Limestone,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Woodway,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Black River,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Hogskin,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Icebox,Ordovician,"2, 12, 39, 401",0.0,Ordovician
Oregon Limestone,Ordovician,"2, 12, 39, 401",0.0,Ordovician
Salona,Ordovician,"2, 12, 388, 401",0.0,Ordovician
Las Plantas,Ordovician,"2, 12, 293, 401",0.0,Ordovician
Womble K-bentonite Lower,Ordovician,"2, 12, 214, 401",0.0,Ordovician
Womble K-bentonite Upper,Ordovician,"2, 12, 214, 401",0.0,Ordovician
Coburn,Ordovician,"2, 12, 388, 401",0.0,Ordovician
Badou,Ordovician,"2, 12, 200, 401",0.0,Ordovician
Kinnekulle K-bentonite,Ordovician,"2, 12, 17, 401",0.0,Ordovician
Lowville,Ordovician,"2, 12, 17, 401",0.0,Ordovician
Lashizhong,Ordovician,"2, 12, 372, 401",0.0,Ordovician
Ashbyan,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Kahula,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Eidson,Ordovician,"2, 12, 183, 401",0.0,Ordovician
Granata Gletscher,Ordovician,"2, 12, 114, 401",0.0,Ordovician
St. Peter,Ordovician,"2, 12, 39, 401",0.0,Ordovician
453.36,Ordovician,"2, 12, 214, 401",0.0,Ordovician
453.6,Ordovician,"2, 12, 214, 401",0.0,Ordovician
453.98,Ordovician,"2, 12, 214, 401",0.0,Ordovician
454.31,Ordovician,"2, 12, 214, 401",0.0,Ordovician
454.36,Ordovician,"2, 12, 214, 401",0.0,Ordovician
454.6,Ordovician,"2, 12, 214, 401",0.0,Ordovician
Kong Oscar Fjord-Super,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Promenadedal,Ordovician,"2, 12, 114, 401",0.0,Ordovician
Shadow Lake,Ordovician,"2, 12, 75, 137, 401",0.0,Ordovician
Paperville Shale,Ordovician,"2, 12, 199, 401",0.0,Ordovician
Cape Discovery,Ordovician,"2, 12, 270, 401",0.0,Ordovician
Hatter,Ordovician,"2, 12, 137, 401",0.0,Ordovician
Snyder,Ordovician,"2, 12, 137, 401",0.0,Ordovician
453.4,Ordovician,"2, 12, 214, 221, 401",0.0,Ordovician
453.88,Ordovician,"2, 12, 214, 401",0.0,Ordovician
454.2,Ordovician,"2, 12, 214, 401",0.0,Ordovician
454.58,Ordovician,"2, 12, 214, 401",0.0,Ordovician
454.62,Ordovician,"2, 12, 214, 401",0.0,Ordovician
454.94,Ordovician,"2, 12, 214, 401",0.0,Ordovician
454.9,Ordovician,"2, 12, 221, 401",0.0,Ordovician
454.24,Ordovician,"2, 12, 214, 401",0.0,Ordovician
454.41,Ordovician,"2, 12, 214, 401",0.0,Ordovician
Baimachong,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Changkengshui,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Duobaoshan,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Lashichong,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Longxi,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Tianzhu,Ordovician,"2, 12, 250, 401",0.0,Ordovician
M2,Ordovician,"2, 12, 194, 401",0.0,Ordovician
Yugor,Ordovician,"2, 12, 346, 401",0.0,Ordovician
Ballymoney,Ordovician,"2, 12, 240, 401",0.0,Ordovician
Concriamont conglomerate,Ordovician,"2, 12, 240, 401",0.0,Ordovician
Ombrette Flysch,Ordovician,"2, 12, 240, 401",0.0,Ordovician
Pierce,Ordovician,"2, 12, 119, 401",0.0,Ordovician
Climacograptus wilsoni,Ordovician,"2, 12, 329, 401",0.0,Ordovician
Climacograptus peltifer / Climacograptus antiquus lineatus,Ordovician,"2, 12, 329, 401",0.0,Ordovician
Nemagraptus gracilis / Acrograptus serratulus / Oepikograptus bekkeri,Ordovician,"2, 12, 329, 401",0.0,Ordovician
Sericoidea Mudstone,Ordovician,"2, 12, 241, 401",0.0,Ordovician
Grjazno,Ordovician,"2, 12, 350, 401",0.0,Ordovician
Shundorovo,Ordovician,"2, 12, 350, 401",0.0,Ordovician
Lagenochitina ponceti,Ordovician,"2, 3, 12, 401",0.0,Ordovician
Nemagraptus gracilis,Ordovician,"2, 12, 401",0.0,Ordovician
Kukruse,Ordovician,"2, 9, 12, 17, 401",0.0,Ordovician
May,Ordovician,"2, 12, 224, 401",0.0,Ordovician
Dalby,Ordovician,"2, 9, 12, 17, 401",0.0,Ordovician
Cahabagnathus sweeti - Phragmodus inflexus,Ordovician,"2, 12, 27, 401",0.0,Ordovician
Bodenia aspera,Ordovician,"2, 12, 399, 401",0.0,Ordovician
Mountain Lake,Ordovician,"2, 12, 164, 401",0.0,Ordovician
Sevier,Ordovician,"2, 12, 83, 401",0.0,Ordovician
Chambersburg,Ordovician,"2, 12, 83, 401",0.0,Ordovician
Ottosee,Ordovician,"2, 12, 178, 401",0.0,Ordovician
Normanskill,Ordovician,"2, 12, 157, 401",0.0,Ordovician
Lower Berounian,Ordovician,"2, 12, 321, 401",0.0,Ordovician
Sa1,Ordovician,"2, 12, 13, 401",0.0,Ordovician
Viivikonna,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Chertovskian,Ordovician,"2, 12, 401",0.0,Ordovician
Athens Shale,Ordovician,"2, 12, 83, 401",0.0,Ordovician
Vollen,Ordovician,"2, 12, 17, 401",0.0,Ordovician
Velfreyan,Ordovician,"2, 12, 45, 401",0.0,Ordovician
Gisbornian 1,Ordovician,"2, 12, 401",0.0,Ordovician
Caparo,Ordovician,"2, 12, 253, 401",0.0,Ordovician
Courtown,Ordovician,"2, 12, 240, 401",0.0,Ordovician
Mydrim Limestone,Ordovician,"2, 12, 92, 401",0.0,Ordovician
Rabassa,Ordovician,"2, 12, 240, 401",0.0,Ordovician
Coston,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Spy Wood Sandstone,Ordovician,"2, 12, 92, 401",0.0,Ordovician
Chedao,Ordovician,"2, 12, 284, 401",0.0,Ordovician
Barr,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Black Grit,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Cat Cleuch,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Corsewall Point Conglomerate,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Courtown Limestone,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Dalreoch,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Dicranograptus Shale,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Fron Newydd,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Glen App Conglomerate,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Glen Lodge,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Glenconnelly,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Glenkiln Blue-grey Mudstone,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Grain Burn,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Marchburn,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Overwater,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Peat Rig,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Stoodfold,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Studgill Tuff,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Austin Glen,Ordovician,"2, 12, 157, 401",0.0,Ordovician
Indian River,Ordovician,"2, 12, 157, 401",0.0,Ordovician
Mount Merino,Ordovician,"2, 12, 157, 401",0.0,Ordovician
Beke,Ordovician,"2, 12, 67, 401",0.0,Ordovician
Kreshchenka,Ordovician,"2, 12, 67, 401",0.0,Ordovician
Sarydzhaz,Ordovician,"2, 12, 67, 401",0.0,Ordovician
Borrowdale Volcanic,Ordovician,"2, 12, 92, 401",0.0,Ordovician
Dreimani,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Pihla,Ordovician,"2, 9, 12, 401",0.0,Ordovician
