name,oldest,refs,ts_count,youngest
BC7,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Alvitas,Ordovician,"2, 12, 395, 401",0.0,Ordovician
Šakiai,Ordovician,"2, 12, 395, 401",0.0,Ordovician
Torremägi,Ordovician,"2, 8, 12, 47, 48, 401",0.0,Ordovician
Drūkšiai,Ordovician,"2, 12, 398, 401",0.0,Ordovician
Dysna,Ordovician,"2, 12, 398, 401",0.0,Ordovician
Mydrim Shales,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Fairfield,Ordovician,"2, 12, 47, 48, 189, 401",0.0,Ordovician
Stony Point,Ordovician,"2, 12, 47, 48, 189, 401",0.0,Ordovician
Eina,Ordovician,"2, 12, 23, 47, 48, 401",0.0,Ordovician
Gålås,Ordovician,"2, 12, 23, 47, 48, 401",0.0,Ordovician
Jakšiai,Ordovician,"2, 12, 398, 401",0.0,Ordovician
Keklys,Ordovician,"2, 12, 398, 401",0.0,Ordovician
Birdshill Limestone,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Crug Limestone,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Pusgillian,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Orthograptus truncatus intermedius,Ordovician,"2, 12, 47, 48, 360, 401",0.0,Ordovician
Boreadorthis,Ordovician,"2, 12, 47, 48, 346, 401",0.0,Ordovician
Dolborella bifunctata,Ordovician,"2, 12, 47, 48, 346, 401",0.0,Ordovician
Climacograptus tubuliferus,Ordovician,"2, 12, 47, 48, 360, 401",0.0,Ordovician
Orthograptus truncatus var. intermedius,Ordovician,"2, 12, 47, 48, 360, 401",0.0,Ordovician
Upper Berounian,Ordovician,"2, 12, 47, 48, 321, 401",0.0,Ordovician
Korgessaare,Ordovician,"2, 9, 12, 47, 48, 401",0.0,Ordovician
Tudulinna,Ordovician,"2, 9, 12, 47, 48, 401",0.0,Ordovician
Moe,Ordovician,"2, 9, 12, 47, 401",0.0,Ordovician
Dolbor,Ordovician,"2, 12, 47, 48, 346, 401",0.0,Ordovician
Trentonian,Ordovician,"2, 12, 47, 48, 167, 401",0.0,Ordovician
Pontgravé River,Ordovician,"2, 12, 47, 48, 340, 401",0.0,Ordovician
Mazury,Ordovician,"2, 12, 47, 48, 240, 401",0.0,Ordovician
Sholeshook Limestone,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Gangoucun,Ordovician,"2, 12, 47, 48, 250, 401",0.0,Ordovician
Hudukedaban,Ordovician,"2, 12, 47, 48, 250, 401",0.0,Ordovician
Pupiao Upper,Ordovician,"2, 12, 47, 48, 250, 401",0.0,Ordovician
Xiehao,Ordovician,"2, 12, 47, 48, 250, 401",0.0,Ordovician
Rockport,Ordovician,"2, 12, 47, 48, 124, 401",0.0,Ordovician
Sandeel,Ordovician,"2, 12, 47, 48, 124, 401",0.0,Ordovician
Kyzylsai,Ordovician,"2, 12, 47, 48, 67, 401",0.0,Ordovician
BC10,Ordovician,"2, 9, 12, 47, 48, 401",0.0,Ordovician
Saunja,Ordovician,"2, 9, 12, 47, 48, 401",0.0,Ordovician
Back,Ordovician,"2, 12, 47, 48, 185, 401",0.0,Ordovician
Stingy Creek,Ordovician,"2, 12, 47, 48, 185, 401",0.0,Ordovician
Kalkbank,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Kaimynai,Ordovician,"2, 12, 47, 48, 398, 401",0.0,Ordovician
Holland Patent,Ordovician,"2, 12, 47, 48, 189, 401",0.0,Ordovician
Schmiedefeld,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Orthograptus quadrimucronatus,Ordovician,"2, 12, 47, 48, 346, 401",0.0,Ordovician
Derryveeny,Ordovician,"2, 12, 47, 124, 401",0.0,Ordovician
Dufton Shale,Ordovician,"2, 12, 41, 401",0.0,Ordovician
Poppit,Ordovician,"2, 12, 47, 124, 401",0.0,Ordovician
Grog Brook,Ordovician,"2, 12, 47, 312, 401",0.0,Ordovician
Madawaska Lake,Ordovician,"2, 12, 47, 312, 401",0.0,Ordovician
Chengbu,Ordovician,"2, 12, 47, 250, 401",0.0,Ordovician
Nanshichong,Ordovician,"2, 12, 47, 250, 401",0.0,Ordovician
Saturday Mountain,Ordovician,"2, 12, 47, 361, 401",0.0,Ordovician
C3,Ordovician,"2, 12, 47, 194, 401",0.0,Ordovician
C4,Ordovician,"2, 12, 47, 194, 401",0.0,Ordovician
Padun,Ordovician,"2, 12, 47, 48, 317, 401",0.0,Ordovician
Foel,Ordovician,"2, 12, 47, 124, 401",0.0,Ordovician
Glauzy,Ordovician,"2, 12, 47, 48, 76, 242, 401",0.0,Ordovician
Povorot,Ordovician,"2, 12, 47, 48, 354, 401",0.0,Ordovician
Calymenella Quartzite,Ordovician,"2, 12, 47, 48, 303, 401",0.0,Ordovician
Deer River Shale,Ordovician,"2, 12, 47, 156, 401",0.0,Ordovician
Haymeadow Creek Shale,Ordovician,"2, 12, 47, 156, 401",0.0,Ordovician
Atwater Creek Shale,Ordovician,"2, 12, 47, 156, 401",0.0,Ordovician
Angrensor,Ordovician,"2, 12, 47, 48, 67, 401",0.0,Ordovician
Bayan,Ordovician,"2, 12, 47, 48, 67, 401",0.0,Ordovician
Burluk,Ordovician,"2, 12, 47, 48, 67, 401",0.0,Ordovician
Dulankara,Ordovician,"2, 12, 47, 48, 67, 401",0.0,Ordovician
Namas,Ordovician,"2, 12, 47, 48, 67, 401",0.0,Ordovician
Tez,Ordovician,"2, 12, 47, 48, 67, 401",0.0,Ordovician
Wilmore Limestone,Ordovician,"2, 12, 47, 121, 401",0.0,Ordovician
Warbisco Shale,Ordovician,"2, 12, 47, 202, 401",0.0,Ordovician
Kaskol,Ordovician,"2, 12, 47, 48, 197, 401",0.0,Ordovician
Furnesfjorden,Ordovician,"2, 12, 23, 47, 48, 401",0.0,Ordovician
Holtjern,Ordovician,"2, 12, 23, 47, 48, 401",0.0,Ordovician
Encrinite Limestone,Ordovician,"2, 12, 29, 47, 48, 401",0.0,Ordovician
BC11,Ordovician,"2, 9, 12, 47, 48, 401",0.0,Ordovician
Glaucester,Ordovician,"2, 12, 47, 189, 401",0.0,Ordovician
Paris,Ordovician,"2, 12, 47, 121, 401",0.0,Ordovician
Narooma Chert Upper,Ordovician,"2, 12, 47, 202, 401",0.0,Ordovician
Dolhir Limestone,Ordovician,"2, 12, 47, 48, 124, 401",0.0,Ordovician
Tyn-y-twmpath,Ordovician,"2, 12, 47, 48, 124, 401",0.0,Ordovician
Climacograptus? uncinatus,Ordovician,"2, 12, 47, 53, 401",0.0,Ordovician
Dicellograptus complanatus,Ordovician,"2, 12, 17, 46, 47, 401",0.0,Ordovician
Dicellograptus complexus,Ordovician,"2, 12, 47, 401",0.0,Ordovician
Dicellograptus ornatus,Ordovician,"2, 12, 46, 47, 329, 401",0.0,Ordovician
pre-pacificus,Ordovician,"2, 3, 12, 47, 401",0.0,Ordovician
Cautleyan,Ordovician,"2, 12, 47, 401",0.0,Ordovician
Grant Lake,Ordovician,"2, 12, 47, 48, 397, 401",0.0,Ordovician
Nankinolithus nankinensis,Ordovician,"2, 12, 47, 54, 401",0.0,Ordovician
Acanthodina nobilis,Ordovician,"2, 12, 27, 47, 401",0.0,Ordovician
Dicellograptus elegans,Ordovician,"2, 12, 47, 64, 401",0.0,Ordovician
Bolindian 1,Ordovician,"2, 12, 47, 401",0.0,Ordovician
Brainard,Ordovician,"2, 12, 47, 149, 401",0.0,Ordovician
Clermont,Ordovician,"2, 12, 47, 149, 401",0.0,Ordovician
Fort Atkinson,Ordovician,"2, 12, 47, 149, 401",0.0,Ordovician
Sylvan,Ordovician,"2, 12, 47, 149, 401",0.0,Ordovician
Wufeng,Ordovician,"2, 12, 47, 64, 401",0.0,Ordovician
Yinpingshan,Ordovician,"2, 12, 47, 74, 401",0.0,Ordovician
Bétancour River,Ordovician,"2, 12, 47, 340, 401",0.0,Ordovician
Ka3,Ordovician,"2, 12, 13, 47, 401",0.0,Ordovician
Jerrestad,Ordovician,"2, 12, 47, 296, 401",0.0,Ordovician
Ayles,Ordovician,"2, 12, 47, 270, 401",0.0,Ordovician
Taconite River,Ordovician,"2, 12, 47, 270, 401",0.0,Ordovician
Zebra Cliffs,Ordovician,"2, 12, 47, 270, 401",0.0,Ordovician
Elkhorn,Ordovician,"2, 12, 46, 47, 401",0.0,Ordovician
Whitewater,Ordovician,"2, 12, 46, 47, 397, 401",0.0,Ordovician
Bulongguoer,Ordovician,"2, 12, 47, 250, 401",0.0,Ordovician
Chientsaokou,Ordovician,"2, 12, 47, 54, 64, 401",0.0,Ordovician
Huangnekang,Ordovician,"2, 12, 47, 54, 401",0.0,Ordovician
Linhsiang,Ordovician,"2, 12, 47, 64, 401",0.0,Ordovician
Nanshimenzi,Ordovician,"2, 12, 47, 250, 401",0.0,Ordovician
Pulong,Ordovician,"2, 12, 47, 250, 401",0.0,Ordovician
Shiyanhe,Ordovician,"2, 12, 47, 250, 401",0.0,Ordovician
Tangtou,Ordovician,"2, 12, 47, 250, 401",0.0,Ordovician
Tianlingkou,Ordovician,"2, 12, 47, 250, 401",0.0,Ordovician
Tianmashan,Ordovician,"2, 12, 47, 250, 401",0.0,Ordovician
Yantsin,Ordovician,"2, 12, 47, 52, 401",0.0,Ordovician
Bétancour,Ordovician,"2, 12, 47, 340, 401",0.0,Ordovician
Carmel River,Ordovician,"2, 12, 47, 340, 401",0.0,Ordovician
Mill,Ordovician,"2, 12, 41, 47, 401",0.0,Ordovician
Shalloch,Ordovician,"2, 12, 41, 47, 401",0.0,Ordovician
Tweeddale,Ordovician,"2, 12, 47, 124, 401",0.0,Ordovician
Nirundian,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Skjerholmen,Ordovician,"2, 12, 17, 47, 401",0.0,Ordovician
Gamme,Ordovician,"2, 12, 29, 47, 401",0.0,Ordovician
Lunner,Ordovician,"2, 12, 29, 47, 401",0.0,Ordovician
Jerrestad Mudstone,Ordovician,"2, 12, 47, 296, 401",0.0,Ordovician
Changwu,Ordovician,"2, 12, 47, 60, 401",0.0,Ordovician
Sanjushan,Ordovician,"2, 12, 47, 62, 401",0.0,Ordovician
Rhiwlas Limestone,Ordovician,"2, 12, 47, 92, 401",0.0,Ordovician
Hadabulaketag,Ordovician,"2, 12, 47, 250, 401",0.0,Ordovician
Auldthorns,Ordovician,"2, 12, 47, 124, 401",0.0,Ordovician
Lady Burn,Ordovician,"2, 12, 47, 124, 401",0.0,Ordovician
Quarrel Hill,Ordovician,"2, 12, 47, 124, 401",0.0,Ordovician
Sanqushan,Ordovician,"2, 12, 47, 60, 401",0.0,Ordovician
Daduhe,Ordovician,"2, 12, 47, 64, 401",0.0,Ordovician
Yuchien,Ordovician,"2, 12, 47, 53, 401",0.0,Ordovician
Bolindian 2,Ordovician,"2, 12, 47, 401",0.0,Ordovician
Jerrestadian,Ordovician,"2, 12, 47, 296, 401",0.0,Ordovician
Queenstone,Ordovician,"2, 12, 47, 340, 401",0.0,Ordovician
Etasje 4cγ,Ordovician,"2, 12, 28, 47, 48, 401",0.0,Ordovician
East Brow,Ordovician,"2, 12, 47, 124, 401",0.0,Ordovician
Escarpment,Ordovician,"2, 12, 47, 124, 401",0.0,Ordovician
Glenmard,Ordovician,"2, 12, 47, 124, 401",0.0,Ordovician
Trawscoed,Ordovician,"2, 12, 47, 124, 401",0.0,Ordovician
Cyathochitina angusta,Ordovician,"2, 3, 12, 401",0.0,Ordovician
Dicranograptus clingani,Ordovician,"2, 12, 17, 329, 401",0.0,Ordovician
Diplacanthograptus spiniferus,Ordovician,"2, 12, 401",0.0,Ordovician
Euconochitina tanvillensis,Ordovician,"2, 12, 400, 401",0.0,Ordovician
Orthograptus ruedemanni,Ordovician,"2, 12, 194, 401",0.0,Ordovician
Oandu,Ordovician,"2, 9, 12, 17, 401",0.0,Ordovician
Rakvere,Ordovician,"2, 9, 12, 17, 401",0.0,Ordovician
Chatellier,Ordovician,"2, 12, 224, 401",0.0,Ordovician
Kullsberg Limestone,Ordovician,"2, 12, 17, 41, 401",0.0,Ordovician
Moldå,Ordovician,"2, 9, 12, 17, 47, 401",0.0,Ordovician
Skalberg Limestone,Ordovician,"2, 12, 17, 401",0.0,Ordovician
Chatfieldian,Ordovician,"2, 12, 401",0.0,Ordovician
Cheneyan,Ordovician,"2, 12, 401",0.0,Ordovician
Dicellograptus morrisi,Ordovician,"2, 12, 401",0.0,Ordovician
Dicranograptus caudatus,Ordovician,"2, 12, 401",0.0,Ordovician
Eureka Quartzite,Ordovician,"2, 12, 17, 47, 48, 401",0.0,Ordovician
Kanling,Ordovician,"2, 12, 74, 401",0.0,Ordovician
Napanee,Ordovician,"2, 12, 17, 401",0.0,Ordovician
Utica Shale,Ordovician,"2, 12, 17, 401",0.0,Ordovician
Ka1,Ordovician,"2, 12, 13, 401",0.0,Ordovician
Stewartville,Ordovician,"2, 12, 47, 401",0.0,Ordovician
Denley,Ordovician,"2, 12, 17, 401",0.0,Ordovician
Dolgeville,Ordovician,"2, 12, 193, 401",0.0,Ordovician
East Canada K-bentonite,Ordovician,"2, 12, 388, 401",0.0,Ordovician
Indian Castle Shale,Ordovician,"2, 12, 187, 401",0.0,Ordovician
Poland,Ordovician,"2, 12, 211, 401",0.0,Ordovician
Russia,Ordovician,"2, 12, 158, 401",0.0,Ordovician
Rust,Ordovician,"2, 12, 211, 401",0.0,Ordovician
Steuben,Ordovician,"2, 12, 193, 401",0.0,Ordovician
Canajoharie,Ordovician,"2, 12, 157, 401",0.0,Ordovician
Actonian,Ordovician,"2, 12, 45, 401",0.0,Ordovician
Marshbrookian,Ordovician,"2, 12, 45, 401",0.0,Ordovician
Woolstonian,Ordovician,"2, 12, 45, 401",0.0,Ordovician
Frognerkilen,Ordovician,"2, 12, 17, 401",0.0,Ordovician
Nakkholmen,Ordovician,"2, 12, 239, 401",0.0,Ordovician
Bramka Limestone,Ordovician,"2, 12, 38, 401",0.0,Ordovician
Bayrim,Ordovician,"2, 12, 198, 401",0.0,Ordovician
Grés de kermeur,Ordovician,"2, 12, 240, 401",0.0,Ordovician
Nod Glas,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Qilang,Ordovician,"2, 12, 74, 401",0.0,Ordovician
Sheshan,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Yingan,Ordovician,"2, 12, 250, 401",0.0,Ordovician
Zatupo,Ordovician,"2, 12, 74, 401",0.0,Ordovician
Ballyhack,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Ballymoyle,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Ballynaclogh Volcanic,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Bremore,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Carsphairn Conglomerate,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Ceibwr,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Clashabeema,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Corona,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Drygill Shale,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Fieldstown,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Raheen,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Ross,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Solvang,Ordovician,"2, 12, 17, 47, 48, 401",0.0,Ordovician
Nerby,Ordovician,"2, 12, 29, 401",0.0,Ordovician
Russia Upper,Ordovician,"2, 12, 211, 401",0.0,Ordovician
Courval,Ordovician,"2, 12, 340, 401",0.0,Ordovician
Sainte-Sabine,Ordovician,"2, 12, 340, 401",0.0,Ordovician
Eastonian 2,Ordovician,"2, 12, 401",0.0,Ordovician
Nowadaga,Ordovician,"2, 12, 158, 401",0.0,Ordovician
Calmar K-bentonite,Ordovician,"2, 12, 388, 401",0.0,Ordovician
Schenectady,Ordovician,"2, 12, 17, 47, 48, 401",0.0,Ordovician
Alexanria Sub,Ordovician,"2, 12, 184, 401",0.0,Ordovician
Brent Sub,Ordovician,"2, 12, 184, 401",0.0,Ordovician
Fulton,Ordovician,"2, 12, 184, 401",0.0,Ordovician
Pioneer Valley Sub,Ordovician,"2, 12, 184, 401",0.0,Ordovician
Snag Creek Sub,Ordovician,"2, 12, 184, 401",0.0,Ordovician
Prospekt Quarry,Ordovician,"2, 12, 211, 401",0.0,Ordovician
Rust Quarry,Ordovician,"2, 12, 193, 401",0.0,Ordovician
Spillway,Ordovician,"2, 12, 193, 401",0.0,Ordovician
Denmark,Ordovician,"2, 12, 157, 401",0.0,Ordovician
Acton Scott,Ordovician,"2, 12, 92, 401",0.0,Ordovician
Cheney Longville,Ordovician,"2, 12, 92, 401",0.0,Ordovician
Cadnant Shale,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Crosspipes,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Platinhead,Ordovician,"2, 12, 241, 401",0.0,Ordovician
Alternata Limestone,Ordovician,"2, 12, 92, 401",0.0,Ordovician
Gelli-Grin,Ordovician,"2, 12, 92, 401",0.0,Ordovician
Cymerig Limestone,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Dwyfach,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Llanbedrog Volcanic,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Snowdon Volcanic,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Aziral,Ordovician,"2, 12, 265, 401",0.0,Ordovician
Queixoperra,Ordovician,"2, 12, 265, 401",0.0,Ordovician
Serra da Cadaveira,Ordovician,"2, 12, 265, 401",0.0,Ordovician
BC6,Ordovician,"2, 9, 12, 401",0.0,Ordovician
BC8,Ordovician,"2, 9, 12, 401",0.0,Ordovician
Glendale Limestone,Ordovician,"2, 12, 148, 211, 401",0.0,Ordovician
Kuyahoora K-Bentonite,Ordovician,"2, 12, 211, 401",0.0,Ordovician
City Brook,Ordovician,"2, 12, 193, 401",0.0,Ordovician
Huerva,Ordovician,"2, 12, 47, 48, 310, 401",0.0,Ordovician
Bedded Pyroclastic,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Carneddol Rhyolitic Tuff,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Crafnant Volcanic Lower,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Crafnant Volcanic Middle,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Crafnant Volcanic Upper,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Dolgarrog Volcanic,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Foel Ddu Rhyodacite,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Pen-y-gamedd Limestone,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Penmaen,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Rhyolitic Tuff Upper,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Tal y Fan Volcanic,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Etasje 4bγ,Ordovician,"2, 12, 28, 401",0.0,Ordovician
451.08,Ordovician,"2, 12, 388, 401",0.0,Ordovician
451.2,Ordovician,"2, 12, 388, 401",0.0,Ordovician
451.32,Ordovician,"2, 12, 388, 401",0.0,Ordovician
Denmarkian,Ordovician,"2, 12, 47, 48, 181, 401",0.0,Ordovician
Camp Limestone,Ordovician,"2, 12, 47, 48, 148, 401",0.0,Ordovician
Denmark Upper,Ordovician,"2, 12, 47, 48, 148, 401",0.0,Ordovician
Sherman Fall K-bentonite,Ordovician,"2, 12, 211, 401",0.0,Ordovician
Pen-y-garnedd,Ordovician,"2, 12, 124, 401",0.0,Ordovician
Camp,Ordovician,"2, 12, 47, 48, 181, 401",0.0,Ordovician
Amplexograptus manitoulinensis,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Armoricochitina reticulifera,Ordovician,"2, 3, 12, 47, 48, 401",0.0,Ordovician
Dicellograptus gravis,Ordovician,"2, 3, 12, 47, 48, 401",0.0,Ordovician
Dicranograptus kirki,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Geniculograptus pygmaeus,Ordovician,"2, 3, 12, 47, 48, 401",0.0,Ordovician
Orthograptus quadrimucronatus / Dicellograptus johnstrupi,Ordovician,"2, 3, 12, 47, 48, 401",0.0,Ordovician
Oulodus robustus,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Oulodus velicuspis,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Pleurograptus linearis,Ordovician,"2, 12, 17, 47, 48, 329, 401",0.0,Ordovician
Tanuchitina fistulosa,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Nabala,Ordovician,"2, 9, 12, 17, 47, 48, 401",0.0,Ordovician
Vormsi,Ordovician,"2, 9, 12, 17, 47, 48, 401",0.0,Ordovician
Fjäcka,Ordovician,"2, 9, 12, 17, 47, 48, 401",0.0,Ordovician
Fairview,Ordovician,"2, 12, 397, 401",0.0,Ordovician
Bohdalec,Ordovician,"2, 12, 47, 48, 271, 401",0.0,Ordovician
Maysvillian,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Ozarkodina dolborica - Acanthocordyloduy festus,Ordovician,"2, 12, 27, 47, 48, 401",0.0,Ordovician
C2,Ordovician,"2, 12, 47, 48, 184, 401",0.0,Ordovician
Frankfort Shale,Ordovician,"2, 12, 47, 48, 158, 401",0.0,Ordovician
Jacks Peak,Ordovician,"2, 12, 47, 48, 176, 401",0.0,Ordovician
Sainte-Perpétue,Ordovician,"2, 12, 47, 48, 351, 401",0.0,Ordovician
Dolborian,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Grimsøya,Ordovician,"2, 12, 17, 47, 401",0.0,Ordovician
Liberty,Ordovician,"2, 12, 46, 47, 48, 397, 401",0.0,Ordovician
Dubuque,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Ka2,Ordovician,"2, 12, 13, 47, 48, 401",0.0,Ordovician
Nicolet River,Ordovician,"2, 12, 47, 48, 340, 401",0.0,Ordovician
Pontgravé,Ordovician,"2, 12, 47, 48, 340, 401",0.0,Ordovician
Sainte-Monique,Ordovician,"2, 12, 47, 48, 340, 401",0.0,Ordovician
Whetstone Gulf,Ordovician,"2, 12, 47, 48, 157, 401",0.0,Ordovician
Montu,Ordovician,"2, 9, 12, 47, 48, 401",0.0,Ordovician
Paekna,Ordovician,"2, 9, 12, 47, 48, 401",0.0,Ordovician
Eastonian 4,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Eastonian 3,Ordovician,"2, 12, 47, 48, 401",0.0,Ordovician
Hasenclever,Ordovician,"2, 12, 47, 48, 211, 401",0.0,Ordovician
Shikou,Ordovician,"2, 12, 47, 48, 250, 401",0.0,Ordovician
Groos Quarry,Ordovician,"2, 12, 47, 48, 136, 401",0.0,Ordovician
Grand Avenue,Ordovician,"2, 12, 47, 48, 184, 401",0.0,Ordovician
Grand View Sub,Ordovician,"2, 12, 47, 48, 184, 401",0.0,Ordovician
Taylor Mill Sub,Ordovician,"2, 12, 47, 48, 184, 401",0.0,Ordovician
Mount Auburn,Ordovician,"2, 12, 47, 48, 397, 401",0.0,Ordovician
Sunset,Ordovician,"2, 12, 47, 48, 397, 401",0.0,Ordovician
Fremont,Ordovician,"2, 12, 39, 47, 48, 401",0.0,Ordovician
Maquoketa,Ordovician,"2, 12, 39, 47, 48, 401",0.0,Ordovician
Bellevue,Ordovician,"2, 12, 47, 48, 397, 401",0.0,Ordovician
Corryville,Ordovician,"2, 12, 47, 48, 397, 401",0.0,Ordovician
Fairmount,Ordovician,"2, 12, 47, 48, 397, 401",0.0,Ordovician
McMicken,Ordovician,"2, 12, 47, 48, 397, 401",0.0,Ordovician
Miamitown,Ordovician,"2, 12, 47, 48, 397, 401",0.0,Ordovician
Mount Hope,Ordovician,"2, 12, 47, 48, 397, 401",0.0,Ordovician
Fish Haven Dolomite,Ordovician,"2, 12, 47, 48, 141, 401",0.0,Ordovician
Second Value,Ordovician,"2, 12, 39, 47, 48, 401",0.0,Ordovician
Vasagaard,Ordovician,"2, 12, 47, 48, 296, 401",0.0,Ordovician
Chakyr,Ordovician,"2, 12, 47, 48, 198, 401",0.0,Ordovician
Balgaverie,Ordovician,"2, 12, 47, 48, 124, 401",0.0,Ordovician
Cautley Sandstone,Ordovician,"2, 12, 47, 48, 124, 401",0.0,Ordovician
Glenwhargen,Ordovician,"2, 12, 47, 48, 124, 401",0.0,Ordovician
Lapworth,Ordovician,"2, 12, 47, 48, 124, 401",0.0,Ordovician
Revelation,Ordovician,"2, 12, 47, 48, 124, 401",0.0,Ordovician
Wall,Ordovician,"2, 12, 47, 48, 124, 401",0.0,Ordovician
Whitehouse Sub,Ordovician,"2, 12, 47, 48, 241, 401",0.0,Ordovician
Venstøp,Ordovician,"2, 12, 17, 47, 48, 401",0.0,Ordovician
Gagnum,Ordovician,"2, 12, 29, 47, 48, 401",0.0,Ordovician
Fjäcka Shale,Ordovician,"2, 12, 47, 48, 296, 401",0.0,Ordovician
Arnheim,Ordovician,"2, 12, 47, 48, 397, 401",0.0,Ordovician
Lorraine,Ordovician,"2, 12, 47, 48, 156, 340, 401",0.0,Ordovician
Wise Lake,Ordovician,"2, 12, 25, 47, 48, 401",0.0,Ordovician
Pulaski,Ordovician,"2, 12, 47, 48, 137, 156, 401",0.0,Ordovician
Calloway Creek,Ordovician,"2, 12, 47, 48, 119, 185, 401",0.0,Ordovician
Garrard,Ordovician,"2, 12, 47, 48, 119, 401",0.0,Ordovician
Tate,Ordovician,"2, 12, 47, 48, 119, 401",0.0,Ordovician
Beechers Trilobite,Ordovician,"2, 12, 47, 48, 209, 401",0.0,Ordovician
Fairview isotope carbon excursion,Ordovician,"2, 9, 12, 47, 48, 401",0.0,Ordovician
Breault,Ordovician,"2, 12, 47, 48, 351, 401",0.0,Ordovician
Chambly,Ordovician,"2, 12, 47, 48, 351, 401",0.0,Ordovician
Sainte-Hilaire,Ordovician,"2, 12, 47, 48, 351, 401",0.0,Ordovician
Dundas,Ordovician,"2, 12, 47, 48, 156, 401",0.0,Ordovician
McMillan,Ordovician,"2, 12, 47, 48, 185, 401",0.0,Ordovician
Gilbert,Ordovician,"2, 12, 47, 48, 119, 185, 401",0.0,Ordovician
Oswego Sandstone,Ordovician,"2, 12, 47, 48, 137, 156, 401",0.0,Ordovician
Garrard Upper,Ordovician,"2, 12, 47, 48, 121, 401",0.0,Ordovician
Vasagaardian,Ordovician,"2, 12, 47, 48, 296, 401",0.0,Ordovician
Tretaspis Shale Lower,Ordovician,"2, 12, 29, 47, 401",0.0,Ordovician
Etasje 4cα,Ordovician,"2, 12, 28, 47, 401",0.0,Ordovician
Black Tretaspis Shale,Ordovician,"2, 11, 12, 47, 48, 401",0.0,Ordovician
Rifle Hill,Ordovician,"2, 12, 47, 48, 210, 401",0.0,Ordovician
Sinsinawa,Ordovician,"2, 12, 47, 48, 210, 401",0.0,Ordovician
Black Trinucleus Shale,Ordovician,"2, 11, 12, 47, 48, 401",0.0,Ordovician
Pointe-Bleue Shales,Ordovician,"2, 12, 47, 48, 79, 401",0.0,Ordovician
Gulf Stream,Ordovician,"2, 12, 47, 48, 137, 401",0.0,Ordovician
Dobilynė,Ordovician,"2, 12, 47, 48, 398, 401",0.0,Ordovician
Amorphognathus superbus,Ordovician,"2, 12, 400, 401",0.0,Ordovician
Belonechitina robusta,Ordovician,"2, 12, 400, 401",0.0,Ordovician
Conochitina pygmaea / Hercochitina cristata / Ancyrochitlna spongiosa,Ordovician,"2, 3, 12, 47, 48, 401",0.0,Ordovician
Slandrom,Ordovician,"2, 9, 12, 17, 47, 48, 401",0.0,Ordovician
Kope,Ordovician,"2, 12, 397, 401",0.0,Ordovician
