name,oldest,youngest,ts_count,refs,rule
Helen's Bay,Sandbian,Katian,1.0,124,4.9
Kehernaghkilly,Sandbian,Katian,1.0,124,4.9
Kirkcolm,Sandbian,Katian,1.0,124,4.9
Lower Hartfell and Glenkiln Black Mudstone,Sandbian,Katian,1.0,124,4.9
Mydrim Shales,Sandbian,Katian,1.0,92,4.9
Nod Glas,Katian,Katian,0.0,124,4.9
Penarwel Mudstone,Katian,Katian,0.0,124,4.9
Portpatrick,Katian,Katian,0.0,124,4.9
Raheen,Katian,Katian,0.0,124,4.9
Ross,Katian,Katian,0.0,124,4.9
Ardwell Sub_,Sandbian,Katian,1.0,241,4.9
Longvillian,Sandbian,Katian,1.0,45,4.9
Marshbrookian,Katian,Katian,0.0,45,4.9
Woolstonian,Katian,Katian,0.0,45,4.9
Kanling,Katian,Katian,0.0,74,4.9
Qilang,Katian,Katian,0.0,74,4.9
Zatupo,Katian,Katian,0.0,74,4.9
M4,Sandbian,Sandbian,0.0,222,4.9
Sierra de La Invernada,Sandbian,Katian,1.0,130,4.9
Alternata Limestone,Katian,Katian,0.0,92,4.9
Gelli-Grin,Katian,Katian,0.0,92,4.9
Horderley Sandstone,Sandbian,Katian,1.0,92,4.9
Arthurstown,Sandbian,Katian,1.0,124,4.9
Avoca,Sandbian,Katian,1.0,124,4.9
Ballyhack,Katian,Katian,0.0,124,4.9
Ballymoyle,Katian,Katian,0.0,124,4.9
Ballynaclogh Volcanic,Katian,Katian,0.0,124,4.9
Bardahessiagh,Sandbian,Katian,1.0,124,4.9
Carnes,Sandbian,Katian,1.0,124,4.9
Carsphairn Conglomerate,Katian,Katian,0.0,124,4.9
Chatwall Sandstone,Sandbian,Katian,1.0,124,4.9
Clashabeema,Katian,Katian,0.0,124,4.9
Clashford House,Sandbian,Katian,1.0,124,4.9
Craighead,Sandbian,Katian,1.0,241,4.9
Cwm Eigiau,Sandbian,Katian,1.0,124,4.9
Cymerig Limestone,Katian,Katian,0.0,124,4.9
Drygill Shale,Katian,Katian,0.0,124,4.9
Dwyfach,Katian,Katian,0.0,124,4.9
Fieldstown,Katian,Katian,0.0,124,4.9
Gelli-grin Calcareous Ashes,Sandbian,Katian,1.0,124,4.9
Grange Allen,Sandbian,Katian,1.0,124,4.9
Knockerk,Sandbian,Katian,1.0,124,4.9
Llanbedrog Volcanic,Katian,Katian,0.0,124,4.9
Lowther Lodge,Sandbian,Katian,1.0,124,4.9
Newport,Sandbian,Katian,1.0,124,4.9
Shenick's Island,Sandbian,Katian,1.0,124,4.9
Snowdon Volcanic,Katian,Katian,0.0,124,4.9
Guryanovka,Katian,Katian,0.0,328,4.9
Jacks Peak,Katian,Katian,0.0,179,4.9
Frognerkilen,Katian,Katian,0.0,239,4.9
Nakkholmen,Katian,Katian,0.0,239,4.9
Bramka Limestone,Katian,Katian,0.0,38,4.9
Tauken,Katian,Katian,0.0,197,4.9
Karagach,Sandbian,Katian,1.0,70,4.9
Bayrim,Katian,Katian,0.0,198,4.9
Cava,Sandbian,Katian,1.0,240,4.9
Ceiswyn,Sandbian,Sandbian,0.0,124,4.9
Chatellier,Katian,Katian,0.0,224,4.9
Grés de kermeur,Katian,Katian,0.0,240,4.9
Riadan,Katian,Katian,0.0,240,4.9
Rosan,Katian,Katian,0.0,240,4.9
Schistes de Cosquer,Katian,Katian,0.0,240,4.9
Tallyllyn Mudstone,Sandbian,Katian,1.0,240,4.9
St. Cynllo´s Church,Sandbian,Katian,1.0,92,4.9
Benjamin Limestone Upper,Sandbian,Katian,1.0,203,4.9
Baimazai,Sandbian,Katian,1.0,250,4.9
Bulukeqi,Sandbian,Katian,1.0,250,4.9
Chaitsun Upper,Sandbian,Katian,1.0,250,4.9
Dongkengkou,Sandbian,Katian,1.0,250,4.9
Gongwusu,Sandbian,Katian,1.0,250,4.9
Guyu,Sandbian,Katian,1.0,250,4.9
Hanjiang,Sandbian,Katian,1.0,250,4.9
Jianling,Sandbian,Katian,1.0,250,4.9
Kekesaleixi,Sandbian,Katian,1.0,250,4.9
Longtouzhai,Sandbian,Katian,1.0,250,4.9
Luohe,Katian,Katian,0.0,250,4.9
Luoshigou,Sandbian,Katian,1.0,250,4.9
Modaoxi,Sandbian,Katian,1.0,250,4.9
Mutong,Sandbian,Katian,1.0,250,4.9
Pupiao Lower,Sandbian,Katian,1.0,250,4.9
Sailikedaban,Sandbian,Katian,1.0,250,4.9
Sanyuanzhi,Sandbian,Katian,1.0,250,4.9
Sheshan,Katian,Katian,0.0,250,4.9
Shuangjiakou,Sandbian,Katian,1.0,250,4.9
Sigang,Sandbian,Katian,1.0,250,4.9
Sijiagou,Katian,Katian,0.0,250,4.9
Xiongmei,Sandbian,Katian,1.0,250,4.9
Yaomoshan,Sandbian,Katian,1.0,250,4.9
Yingan,Katian,Katian,0.0,74,4.9
Chert,Sandbian,Katian,1.0,176,4.9
Corona,Katian,Katian,0.0,124,4.9
Mottled Siltstone,Sandbian,Katian,1.0,124,4.9
Fossum,Darriwilian,Katian,2.0,29,4.9
Furuberget,Darriwilian,Katian,2.0,29,4.9
Lieker,Katian,Katian,0.0,29,4.9
Mjøsa,Katian,Katian,0.0,29,4.9
Nerby,Katian,Katian,0.0,29,4.9
Steinvika,Katian,Katian,0.0,29,4.9
Kanyon,Sandbian,Katian,1.0,317,4.9
Eastonian 3,Katian,Katian,0.0,12,4.9
Eastonian 1,Katian,Katian,0.0,12,4.9
Russia Upper,Katian,Katian,0.0,211,4.9
Courval,Katian,Katian,0.0,340,4.9
Lotbinière,Katian,Katian,0.0,340,4.9
Sainte-Perpétue,Katian,Katian,0.0,340,4.9
Sainte-Sabine,Katian,Katian,0.0,340,4.9
Eastonian 2,Katian,Katian,0.0,12,4.9
Nowadaga,Katian,Katian,0.0,158,4.9
Garin,Katian,Katian,0.0,312,4.9
Calmar K-bentonite,Katian,Katian,0.0,388,4.9
Cobourgian,Katian,Katian,0.0,351,4.9
Aketashi,Katian,Katian,0.0,250,4.9
Jiangilawan,Katian,Katian,0.0,250,4.9
Schenectady,Katian,Katian,0.0,158,4.9
Alexanria Sub,Katian,Katian,0.0,184,4.9
Brent Sub,Katian,Katian,0.0,184,4.9
Fulton,Katian,Katian,0.0,184,4.9
Pioneer Valley Sub,Katian,Katian,0.0,184,4.9
Snag Creek Sub,Katian,Katian,0.0,184,4.9
Kahfah,Sandbian,Katian,1.0,249,4.9
Vinice,Katian,Katian,0.0,249,4.9
Middle Tiouririne,Sandbian,Katian,1.0,238,4.9
Mount Auburn,Katian,Katian,0.0,397,4.9
Sunset,Katian,Katian,0.0,397,4.9
New River,Sandbian,Katian,1.0,233,4.9
Bills Creek,Katian,Katian,0.0,136,4.9
Aleman,Katian,Katian,0.0,39,4.9
Fremont,Katian,Katian,0.0,39,4.9
Maquoketa,Katian,Katian,0.0,39,4.9
Whetstone Gulf,Katian,Katian,0.0,39,4.9
Bellevue,Katian,Katian,0.0,397,4.9
Corryville,Katian,Katian,0.0,397,4.9
Fairmount,Katian,Katian,0.0,397,4.9
McMicken,Katian,Katian,0.0,397,4.9
Miamitown,Katian,Katian,0.0,397,4.9
Mount Hope,Katian,Katian,0.0,397,4.9
Fish Haven Dolomite,Katian,Katian,0.0,141,4.9
Groos Quarry,Katian,Katian,0.0,136,4.9
Second Value,Katian,Katian,0.0,39,4.9
Bolindian 3,Katian,Katian,0.0,12,4.9
Chokpar,Katian,Katian,0.0,345,4.9
South Treave,Katian,Katian,0.0,124,4.9
Cashmankalon,Katian,Katian,0.0,316,4.9
Bolinda Shale,Katian,Katian,0.0,216,4.9
Curdsville,Sandbian,Sandbian,0.0,22,4.9
Grier Lower,Katian,Katian,0.0,25,4.9
Logana,Katian,Katian,0.0,25,4.9
Cummingville,Katian,Katian,0.0,39,4.9
Kirkfieldian,Sandbian,Katian,1.0,39,4.9
Prosser,Katian,Katian,0.0,39,4.9
Stickley Run,Sandbian,Katian,1.0,388,4.9
Dolly Ridge,Sandbian,Katian,1.0,222,4.9
Napanee,Katian,Katian,0.0,22,4.9
Salona,Sandbian,Sandbian,0.0,388,4.9
Dickeyville K-bentonite,Katian,Katian,0.0,388,4.9
Elkport K-bentonite,Sandbian,Katian,1.0,222,4.9
Glen Falls Limestone,Sandbian,Katian,1.0,222,4.9
Glens Falls,Katian,Katian,0.0,222,4.9
Guttenberg,Sandbian,Katian,1.0,222,4.9
Jacksonburg,Katian,Katian,0.0,193,4.9
Kings Falls,Sandbian,Sandbian,0.0,193,4.9
Spechts Ferry,Sandbian,Katian,1.0,222,4.9
Harding,Sandbian,Katian,1.0,39,4.9
Rockdell,Sandbian,Katian,1.0,80,4.9
Roughlock,Sandbian,Katian,1.0,39,4.9
Vasagaard,Katian,Katian,0.0,296,4.9
Chakyr,Katian,Katian,0.0,198,4.9
Balgaverie,Katian,Katian,0.0,124,4.9
Cautley Sandstone,Katian,Katian,0.0,124,4.9
Glenwhargen,Katian,Katian,0.0,124,4.9
Lapworth,Katian,Katian,0.0,124,4.9
Revelation,Katian,Katian,0.0,124,4.9
Wall,Katian,Katian,0.0,124,4.9
Whitehouse Sub,Katian,Katian,0.0,241,4.9
Venstøp,Katian,Katian,0.0,28,4.9
Gagnum,Katian,Katian,0.0,29,4.9
Fjäcka Shale,Katian,Katian,0.0,296,4.9
Bulukhta,Katian,Katian,0.0,281,4.9
Lindsay,Katian,Katian,0.0,63,4.9
Bolindian 2,Katian,Katian,0.0,12,4.9
Kharkindzhin,Sandbian,Katian,1.0,346,4.9
Saturday Mountain,Katian,Katian,0.0,361,4.9
Nicolet River,Katian,Katian,0.0,340,4.9
Pontgravé,Katian,Katian,0.0,340,4.9
Sainte-Monique,Katian,Katian,0.0,340,4.9
Arnheim,Katian,Katian,0.0,25,4.9
Canajoharie,Katian,Katian,0.0,158,4.9
M3,Sandbian,Katian,1.0,194,4.9
Arsenault,Katian,Katian,0.0,312,4.9
Lourdes,Sandbian,Katian,1.0,66,4.9
Castle Road,Katian,Katian,0.0,193,4.9
Gun Club Road,Katian,Katian,0.0,193,4.9
High Falls K-bentonite,Katian,Katian,0.0,193,4.9
Mill Dam,Katian,Katian,0.0,193,4.9
North Gage,Katian,Katian,0.0,193,4.9
Rathbun,Katian,Katian,0.0,193,4.9
Sugar River Lower,Katian,Katian,0.0,193,4.9
Devils Hollow Lower,Katian,Katian,0.0,184,4.9
Devils Hollow Upper,Katian,Katian,0.0,184,4.9
Donerail,Katian,Katian,0.0,184,4.9
Gratz,Katian,Katian,0.0,184,4.9
Grier Middle,Katian,Katian,0.0,184,4.9
Locust Creek,Katian,Katian,0.0,184,4.9
Peaks Mill,Katian,Katian,0.0,184,4.9
Salvisa Lower,Katian,Katian,0.0,184,4.9
Salvisa Middle,Katian,Katian,0.0,184,4.9
Salvisa Upper,Katian,Katian,0.0,184,4.9
Shoreham,Katian,Katian,0.0,157,4.9
Hasenclever,Katian,Katian,0.0,211,4.9
Shikou,Katian,Katian,0.0,250,4.9
Grand Avenue,Katian,Katian,0.0,184,4.9
Grand View Sub,Katian,Katian,0.0,184,4.9
Taylor Mill Sub,Katian,Katian,0.0,184,4.9
Prospekt Quarry,Katian,Katian,0.0,211,4.9
Rust Quarry,Katian,Katian,0.0,193,4.9
Spillway,Katian,Katian,0.0,193,4.9
Denmark,Katian,Katian,0.0,157,4.9
Montu,Katian,Katian,0.0,8,4.9
Paekna,Katian,Katian,0.0,8,4.9
Burmingham,Katian,Katian,0.0,312,4.9
Normanskill,Sandbian,Sandbian,0.0,157,4.9
Trentonian,Katian,Katian,0.0,167,4.9
Holston,Sandbian,Sandbian,0.0,178,4.9
Santa Gertrudis,Darriwilian,Katian,2.0,358,4.9
Chota,Sandbian,Katian,1.0,65,4.9
Sevier,Sandbian,Sandbian,0.0,188,4.9
Grefsen K-bentonite,Sandbian,Sandbian,0.0,364,4.9
Grimstorp K-bentonite,Sandbian,Katian,1.0,325,4.9
Kinnekulle K-bentonite,Sandbian,Sandbian,0.0,364,4.9
Sinsen K-bentonite,Sandbian,Sandbian,0.0,364,4.9
Hog's Back,Sandbian,Katian,1.0,51,4.9
Laval Upper,Darriwilian,Katian,2.0,51,4.9
Pamelia,Sandbian,Sandbian,0.0,157,4.9
Valcour,Darriwilian,Sandbian,1.0,39,4.9
Dalby,Darriwilian,Katian,2.0,9,4.9
Dalby Limestone,Darriwilian,Katian,2.0,11,4.9
Chambersburg,Sandbian,Sandbian,0.0,83,4.9
Corbin Ranch,Sandbian,Sandbian,0.0,223,4.9
Joachim Dolomite,Sandbian,Sandbian,0.0,114,4.9
Plattin,Sandbian,Sandbian,0.0,114,4.9
Benbolt,Sandbian,Sandbian,0.0,183,4.9
Bowen,Tremadocian,Tremadocian,0.0,114,4.9
Lincolnshire,Sandbian,Katian,1.0,80,4.9
Wardell,Sandbian,Katian,1.0,80,4.9
Witten,Sandbian,Katian,1.0,80,4.9
Arnestad,Sandbian,Sandbian,0.0,239,4.9
Hovinsholm,Darriwilian,Katian,2.0,29,4.9
Vollen,Sandbian,Sandbian,0.0,"28, 104",4.9
Carimona,Sandbian,Katian,1.0,222,4.9
Deicke K-bentonite,Sandbian,Sandbian,0.0,22,4.9
Edinburg,Sandbian,Sandbian,0.0,188,4.9
Eggleston,Sandbian,Sandbian,0.0,22,4.9
Lindon Hall,Sandbian,Katian,1.0,222,4.9
Lowville,Sandbian,Sandbian,0.0,187,4.9
Millbrig K-bentonite,Sandbian,Sandbian,0.0,22,4.9
Nealmont,Sandbian,Sandbian,0.0,22,4.9
Oranda,Sandbian,Sandbian,0.0,388,4.9
Selby Limestone,Sandbian,Sandbian,0.0,22,4.9
Tyrone,Sandbian,Sandbian,0.0,"22, 25",4.9
Watertown,Sandbian,Sandbian,0.0,22,4.9
M2,Sandbian,Katian,1.0,194,4.9
Burn Side Conglomerat,Sandbian,Katian,1.0,124,4.9
Doon Hill Conglomerate,Sandbian,Katian,1.0,124,4.9
Kilranny Conglomerat,Sandbian,Katian,1.0,124,4.9
Pumphouse,Sandbian,Katian,1.0,124,4.9
La Pola,Sandbian,Katian,1.0,299,4.9
Las Vacas,Sandbian,Sandbian,0.0,93,4.9
Qiaerbake,Darriwilian,Katian,2.0,57,4.9
High Bridge,Sandbian,Katian,1.0,50,4.9
Chapman Ridge,Sandbian,Sandbian,0.0,188,4.9
Ottosee,Sandbian,Sandbian,0.0,188,4.9
5b,Darriwilian,Katian,2.0,3,4.9
Savelev,Sandbian,Katian,1.0,346,4.9
Yugor,Sandbian,Katian,1.0,346,4.9
Ballymoney,Sandbian,Katian,1.0,240,4.9
Concriamont conglomerate,Sandbian,Katian,1.0,240,4.9
Ombrette Flysch,Sandbian,Katian,1.0,240,4.9
Badou,Sandbian,Sandbian,0.0,200,4.9
Baimachong,Sandbian,Katian,1.0,250,4.9
Changkengshui,Sandbian,Katian,1.0,250,4.9
Duobaoshan,Sandbian,Katian,1.0,250,4.9
Lashichong,Sandbian,Katian,1.0,250,4.9
Longxi,Sandbian,Katian,1.0,250,4.9
Tianzhu,Sandbian,Katian,1.0,250,4.9
Sams Spring,Sandbian,Sandbian,0.0,160,4.9
Sericoidea Mudstone,Sandbian,Katian,1.0,241,4.9
Yenwashan Member 1,Sandbian,Katian,1.0,54,4.9
Yenwashan Member 2,Sandbian,Katian,1.0,54,4.9
Skagen Limestone,Sandbian,Sandbian,0.0,11,4.9
Johvi,Sandbian,Katian,1.0,3,4.9
Hirmuse,Sandbian,Katian,1.0,9,4.9
Kahula,Sandbian,Katian,1.0,9,4.9
Mossen,Sandbian,Katian,1.0,9,4.9
Variku,Sandbian,Katian,1.0,9,4.9
Lukstai,Sandbian,Katian,1.0,8,4.9
Vasavere,Sandbian,Katian,1.0,8,4.9
1b,Tremadocian,Tremadocian,0.0,84,4.9
La Dentelle,Tremadocian,Tremadocian,0.0,244,4.9
Mounio,Tremadocian,Tremadocian,0.0,244,4.9
Grés de la Darneyre,Tremadocian,Tremadocian,0.0,248,4.9
Tremadocian,Tremadocian,Tremadocian,0.0,2,4.9
Tayanza,Tremadocian,Tremadocian,0.0,281,4.9
Alfarcito,Tremadocian,Tremadocian,0.0,290,4.9
Ballyhoge,Tremadocian,Tremadocian,0.0,124,4.9
Bencorragh,Tremadocian,Tremadocian,0.0,124,4.9
Bohaun Volcanic,Tremadocian,Tremadocian,0.0,124,4.9
Dol-cyn-afon,Tremadocian,Tremadocian,0.0,124,4.9
Dol-cyn-afon Lower Mudstone,Tremadocian,Tremadocian,0.0,124,4.9
Dol-cyn-afon Upper Sandstone,Tremadocian,Tremadocian,0.0,124,4.9
Finny,Tremadocian,Tremadocian,0.0,124,4.9
Nant-Ddu,Tremadocian,Tremadocian,0.0,124,4.9
Shineton Shale,Tremadocian,Tremadocian,0.0,124,4.9
Tai-hirion Flags,Tremadocian,Tremadocian,0.0,124,4.9
Tremadoc Shale,Tremadocian,Tremadocian,0.0,124,4.9
Alum Shale Upper,Tremadocian,Tremadocian,0.0,276,4.9
Floresta Upper,Tremadocian,Tremadocian,0.0,276,4.9
Agairya,Tremadocian,Tremadocian,0.0,281,4.9
Ishpa,Tremadocian,Tremadocian,0.0,281,4.9
Kamlak,Tremadocian,Tremadocian,0.0,281,4.9
Talitsa,Tremadocian,Tremadocian,0.0,281,4.9
El Gassi,Tremadocian,Tremadocian,0.0,238,4.9
Vire du Mouflon,Tremadocian,Tremadocian,0.0,238,4.9
Oued Mya,Tremadocian,Tremadocian,0.0,249,4.9
Argiles d'El Gassi,Tremadocian,Tremadocian,0.0,249,4.9
Sanrhar,Tremadocian,Tremadocian,0.0,249,4.9
Trenice,Tremadocian,Tremadocian,0.0,249,4.9
Lancefieldian 2,Tremadocian,Tremadocian,0.0,12,4.9
Datson,Tremadocian,Tremadocian,0.0,230,4.9
Pacoota sequence 3,Tremadocian,Tremadocian,0.0,230,4.9
Tungtzu,Tremadocian,Tremadocian,0.0,54,4.9
Guotang,Tremadocian,Tremadocian,0.0,378,4.9
Jueshangou,Tremadocian,Tremadocian,0.0,378,4.9
Liuchen,Tremadocian,Tremadocian,0.0,378,4.9
Lohanpo,Tremadocian,Tremadocian,0.0,378,4.9
Maoping,Tremadocian,Tremadocian,0.0,378,4.9
Paishuichi,Tremadocian,Tremadocian,0.0,378,4.9
Panjiazui,Tremadocian,Tremadocian,0.0,378,4.9
Xinchang,Tremadocian,Tremadocian,0.0,378,4.9
Coquena,Tremadocian,Tremadocian,0.0,287,4.9
Fezouata,Tremadocian,Tremadocian,0.0,309,4.9
Bitter Beck,Tremadocian,Tremadocian,0.0,124,4.9
Cronk Sumark Slate,Tremadocian,Tremadocian,0.0,124,4.9
Knock Kilbride,Tremadocian,Tremadocian,0.0,124,4.9
Treffgarn Andesites,Tremadocian,Tremadocian,0.0,124,4.9
1a,Tremadocian,Tremadocian,0.0,84,4.9
Barn Canyon,Tremadocian,Tremadocian,0.0,177,4.9
Tribes Hill,Tremadocian,Tremadocian,0.0,114,4.9
Aktau,Tremadocian,Tremadocian,0.0,345,4.9
Ungur,Tremadocian,Tremadocian,0.0,345,4.9
Cardonal,Tremadocian,Tremadocian,0.0,274,4.9
Putty Shale,Tremadocian,Tremadocian,0.0,190,4.9
Loushanguan,Tremadocian,Tremadocian,0.0,349,4.9
Alum Shale,Tremadocian,Tremadocian,0.0,37,4.9
Koporye,Tremadocian,Tremadocian,0.0,350,4.9
Torsugtagh,Tremadocian,Tremadocian,0.0,78,4.9
Bed 7,Tremadocian,Tremadocian,0.0,42,4.9
Brent Island,Tremadocian,Tremadocian,0.0,42,4.9
Cape Clay,Tremadocian,Tremadocian,0.0,114,4.9
Cass Fjord,Tremadocian,Tremadocian,0.0,42,4.9
Copes Bay,Tremadocian,Tremadocian,0.0,42,4.9
Mingo River,Tremadocian,Tremadocian,0.0,42,4.9
Rabbit Kettle,Tremadocian,Tremadocian,0.0,114,4.9
Turner Cliffs,Tremadocian,Tremadocian,0.0,42,4.9
Watts Bight,Tremadocian,Tremadocian,0.0,114,4.9
Djupgrav,Tremadocian,Tremadocian,0.0,11,4.9
House Limestone,Tremadocian,Tremadocian,0.0,113,4.9
Collier Shale,Tremadocian,Tremadocian,0.0,114,4.9
Gasconade Dolomite,Tremadocian,Tremadocian,0.0,114,4.9
McKenzie Hill,Tremadocian,Tremadocian,0.0,113,4.9
Cieneguillas,Tremadocian,Tremadocian,0.0,237,4.9
Iscayachi,Tremadocian,Tremadocian,0.0,237,4.9
Antiklinalbugt,Tremadocian,Tremadocian,0.0,114,4.9
Bliss,Tremadocian,Tremadocian,0.0,114,4.9
Boat Harbour Lower,Tremadocian,Tremadocian,0.0,114,4.9
Cass Fjord C,Tremadocian,Tremadocian,0.0,114,4.9
Chepultepec,Tremadocian,Tremadocian,0.0,114,4.9
Gorman,Tremadocian,Tremadocian,0.0,114,4.9
Hag Hill,Tremadocian,Tremadocian,0.0,114,4.9
Hitt Canyon,Tremadocian,Tremadocian,0.0,114,4.9
La Silla,Tremadocian,Tremadocian,0.0,114,4.9
Larke Dolomite,Tremadocian,Tremadocian,0.0,114,4.9
Oneota Dolomite,Tremadocian,Tremadocian,0.0,114,4.9
Rickenbach,Tremadocian,Tremadocian,0.0,114,4.9
Sailmhor,Tremadocian,Tremadocian,0.0,114,4.9
Signal Mountain,Tremadocian,Tremadocian,0.0,50,4.9
Stonehenge Limestone,Tremadocian,Tremadocian,0.0,114,4.9
Tanyard,Tremadocian,Tremadocian,0.0,114,4.9
Turner Cliffs Lower,Tremadocian,Tremadocian,0.0,114,4.9
Wilberns,Tremadocian,Tremadocian,0.0,114,4.9
Cass Fjord D,Tremadocian,Tremadocian,0.0,114,4.9
Gunter Sandstone,Tremadocian,Tremadocian,0.0,"385, 59",4.9
Corrie,Tremadocian,Tremadocian,0.0,230,4.9
Wallace Creek,Tremadocian,Tremadocian,0.0,365,4.9
House,Tremadocian,Tremadocian,0.0,50,4.9
Caldera,Tremadocian,Tremadocian,0.0,"276, 273",4.9
Devendeus,Tremadocian,Tremadocian,0.0,273,4.9
San José,Tremadocian,Tremadocian,0.0,"276, 273",4.9
Kudata Dolomite,Tremadocian,Tremadocian,0.0,"77, 71",4.9
Kunian Sandstone,Tremadocian,Tremadocian,0.0,77,4.9
Tongzi,Tremadocian,Tremadocian,0.0,77,4.9
Tungtzu Upper,Tremadocian,Tremadocian,0.0,54,4.9
Yinchufu Member 4,Tremadocian,Tremadocian,0.0,54,4.9
Tangchi,Tremadocian,Tremadocian,0.0,367,4.9
Lower Tremadocian,Tremadocian,Tremadocian,0.0,318,4.9
Dagger Flat,Tremadocian,Tremadocian,0.0,114,4.9
Milina,Tremadocian,Tremadocian,0.0,249,4.9
Basisletta,Tremadocian,Tremadocian,0.0,326,4.9
Rochdale,Tremadocian,Tremadocian,0.0,114,4.9
Cookes,Tremadocian,Tremadocian,0.0,56,4.9
Crystal Mountain Sandstone,Tremadocian,Tremadocian,0.0,114,4.9
Baumann Fjord A,Tremadocian,Tremadocian,0.0,114,4.9
Boat Harbour Middle,Tremadocian,Tremadocian,0.0,114,4.9
Fimbulfjeld Hiatus,Tremadocian,Tremadocian,0.0,114,4.9
Longview Limestone,Tremadocian,Tremadocian,0.0,114,4.9
Sangomore,Tremadocian,Tremadocian,0.0,114,4.9
Borrachón,Tremadocian,Tremadocian,0.0,263,4.9
Spora,Tremadocian,Tremadocian,0.0,326,4.9
Nazya,Tremadocian,Tremadocian,0.0,350,4.9
Middle Tremadocian,Tremadocian,Tremadocian,0.0,318,4.9
Lone Mountain,Tremadocian,Tremadocian,0.0,155,4.9
Lancefieldian 1,Tremadocian,Tremadocian,0.0,12,4.9
Bailongmiao,Tremadocian,Tremadocian,0.0,250,4.9
Dushuke,Tremadocian,Tremadocian,0.0,250,4.9
Hangwula,Tremadocian,Tremadocian,0.0,250,4.9
Jinlonggou,Tremadocian,Tremadocian,0.0,250,4.9
Liuxia,Tremadocian,Tremadocian,0.0,"367, 53",4.9
Shuitianhe,Tremadocian,Tremadocian,0.0,250,4.9
Wanjuanshu,Tremadocian,Tremadocian,0.0,"367, 52",4.9
Xiadumudi,Tremadocian,Tremadocian,0.0,250,4.9
Yangjiaba,Tremadocian,Tremadocian,0.0,367,4.9
Mireles,Tremadocian,Tremadocian,0.0,252,4.9
Sokoli,Tremadocian,Tremadocian,0.0,346,4.9
Casa Colorada,Tremadocian,Tremadocian,0.0,290,4.9
Dictyonema Band,Tremadocian,Tremadocian,0.0,124,4.9
Dol-cyn-afon Lower Sandstone,Tremadocian,Tremadocian,0.0,124,4.9
Niobe,Tremadocian,Tremadocian,0.0,124,4.9
Alum Shale Lower,Tremadocian,Tremadocian,0.0,276,4.9
Foum Tineslem Glauconitic Shaly,Tremadocian,Tremadocian,0.0,238,4.9
pre Lancefieldian 1,Tremadocian,Tremadocian,0.0,12,4.9
Wangjuanshu,Tremadocian,Tremadocian,0.0,378,4.9
Burnout Canyon,Tremadocian,Tremadocian,0.0,177,4.9
Red Canyon,Tremadocian,Tremadocian,0.0,177,4.9
Rio Salinas,Tremadocian,Tremadocian,0.0,375,4.9
Sierrite,Tremadocian,Tremadocian,0.0,56,4.9
Cutting,Tremadocian,Tremadocian,0.0,109,4.9
Shelburne Marble,Tremadocian,Tremadocian,0.0,109,4.9
Blanley Bay,Tremadocian,Tremadocian,0.0,114,4.9
Christian Elv,Tremadocian,Tremadocian,0.0,114,4.9
Turner Cliffs Upper,Tremadocian,Tremadocian,0.0,114,4.9
Morgan Corner,Tremadocian,Tremadocian,0.0,365,4.9
Erduqiao,Tremadocian,Tremadocian,0.0,54,4.9
Tungtzu Middle,Tremadocian,Tremadocian,0.0,54,4.9
Yinchufu Member 2,Tremadocian,Tremadocian,0.0,54,4.9
Yinchufu Member 3,Tremadocian,Tremadocian,0.0,54,4.9
Floresta-Rupasca,Tremadocian,Tremadocian,0.0,273,4.9
Inanin,Tremadocian,Tremadocian,0.0,346,4.9
Coquina,Tremadocian,Tremadocian,0.0,276,4.9
Floresta Lower,Tremadocian,Tremadocian,0.0,276,4.9
Tosna,Tremadocian,Tremadocian,0.0,350,4.9
Victorio Hills,Tremadocian,Tremadocian,0.0,207,4.9
Lancefieldian 1b,Tremadocian,Tremadocian,0.0,230,4.9
Guanyintai,Tremadocian,Tremadocian,0.0,52,4.9
Tungtzu Lower,Tremadocian,Tremadocian,0.0,54,4.9
Xilingxia,Tremadocian,Tremadocian,0.0,61,4.9
Aspero,Tremadocian,Tremadocian,0.0,276,4.9
Big Hatchet,Tremadocian,Tremadocian,0.0,192,4.9
Amnodd Shale,Tremadocian,Tremadocian,0.0,124,4.9
Arenaceous,Tremadocian,Tremadocian,0.0,124,4.9
Dol-cyn-afon Upper Mudstone,Tremadocian,Tremadocian,0.0,124,4.9
Rhobell Volcanic,Tremadocian,Tremadocian,0.0,124,4.9
Lancefieldian 1a,Tremadocian,Tremadocian,0.0,230,4.9
Lancefieldian 2b,Tremadocian,Tremadocian,0.0,230,4.9
Mountain Lake,Sandbian,Sandbian,0.0,164,4.9
Pontotoc,Darriwilian,Sandbian,1.0,223,4.9
Tumbez,Darriwilian,Sandbian,1.0,183,4.9
Ancell,Darriwilian,Sandbian,1.0,114,4.9
Annville,Darriwilian,Sandbian,1.0,114,4.9
Elway,Sandbian,Sandbian,0.0,183,4.9
Five Oaks,Darriwilian,Sandbian,1.0,114,4.9
Glenwood,Sandbian,Sandbian,0.0,39,4.9
Liberty Hall,Darriwilian,Sandbian,1.0,114,4.9
Lincoln Shale,Darriwilian,Sandbian,1.0,114,4.9
Loysburg,Darriwilian,Sandbian,1.0,114,4.9
St. Paul,Darriwilian,Sandbian,1.0,50,4.9
Wells Creek Dolomite,Darriwilian,Sandbian,1.0,114,4.9
Woods Hollow,Darriwilian,Sandbian,1.0,114,4.9
