name,oldest,youngest,ts_count,refs,rule
Ship Point 3,Floian,Darriwilian,2.0,114,4.9
Ship Point 4,Floian,Darriwilian,2.0,114,4.9
Skoki,Floian,Darriwilian,2.0,42,4.9
St. George,Floian,Darriwilian,2.0,114,4.9
Sunblood,Dapingian,Darriwilian,1.0,42,4.9
Carrilion,Dapingian,Darriwilian,1.0,365,4.9
Solomons Corner,Dapingian,Darriwilian,1.0,365,4.9
Knox,Dapingian,Darriwilian,1.0,50,4.9
Angarella beds,Floian,Darriwilian,2.0,27,4.9
Vikhorev,Floian,Darriwilian,2.0,346,4.9
Vihorevian,Dapingian,Darriwilian,1.0,107,4.9
Langevoja,Darriwilian,Darriwilian,0.0,16,4.9
Khitin,Floian,Darriwilian,2.0,346,4.9
Lunshan,Tremadocian,Tremadocian,0.0,52,4.9
Nantsinkuan,Tremadocian,Tremadocian,0.0,"367, 52",4.9
Xialingnangou,Tremadocian,Darriwilian,3.0,72,4.9
Yeli,Tremadocian,Tremadocian,0.0,77,4.9
Nanjinguan,Tremadocian,Darriwilian,3.0,61,4.9
Yehli,Tremadocian,Tremadocian,0.0,250,4.9
Kimai,Floian,Darriwilian,2.0,346,4.9
Muktei,Floian,Darriwilian,2.0,346,4.9
Pizarras de Navas de Estena,Floian,Darriwilian,2.0,366,4.9
Sandaogou,Floian,Darriwilian,2.0,72,4.9
Zhuozishan,Darriwilian,Darriwilian,0.0,380,4.9
Kuniutan,Darriwilian,Darriwilian,0.0,"367, 52",4.9
Shangmajiagou,Floian,Darriwilian,2.0,72,4.9
Zitai,Floian,Darriwilian,2.0,72,4.9
Hunderum,Darriwilian,Darriwilian,0.0,16,4.9
Latorp Limestone,Tremadocian,Floian,1.0,33,4.9
Tøyen Shale,Floian,Floian,0.0,33,4.9
1c,Tremadocian,Tremadocian,0.0,244,4.9
1d,Tremadocian,Tremadocian,0.0,244,4.9
2a,Floian,Floian,0.0,244,4.9
2b,Floian,Floian,0.0,84,4.9
2c,Floian,Floian,0.0,159,4.9
3a,Floian,Dapingian,1.0,84,4.9
Darriwilian 4,Darriwilian,Darriwilian,0.0,12,4.9
Darriwilian,Darriwilian,Darriwilian,0.0,3,4.9
Sarka,Darriwilian,Darriwilian,0.0,249,4.9
Bedinan,Darriwilian,Katian,2.0,234,4.9
Kilgen Lake,Darriwilian,Katian,2.0,234,4.9
Sort Tepe,Darriwilian,Katian,2.0,234,4.9
Argiles d'Oued Saret,Darriwilian,Sandbian,1.0,249,4.9
Bir Ben Tartar,Darriwilian,Sandbian,1.0,249,4.9
Hanadir,Darriwilian,Darriwilian,0.0,249,4.9
Tachilla,Darriwilian,Darriwilian,0.0,249,4.9
Nelidov,Tremadocian,Darriwilian,3.0,346,4.9
Chazy,Darriwilian,Sandbian,1.0,"51, 114",4.9
Laval,Darriwilian,Sandbian,1.0,51,4.9
Row Park,Darriwilian,Darriwilian,0.0,113,4.9
Dutchtown,Darriwilian,Sandbian,1.0,114,4.9
McLish,Darriwilian,Darriwilian,0.0,50,4.9
St. Peter Sandstone,Darriwilian,Sandbian,1.0,114,4.9
Womble Shale,Darriwilian,Sandbian,1.0,114,4.9
Blackford,Darriwilian,Darriwilian,0.0,114,4.9
Fort Pena,Darriwilian,Sandbian,1.0,114,4.9
Heimbjerge,Darriwilian,Sandbian,1.0,114,4.9
Pena Blanca Quartzite,Darriwilian,Darriwilian,0.0,114,4.9
Stones River,Darriwilian,Sandbian,1.0,114,4.9
Table Head,Darriwilian,Darriwilian,0.0,112,4.9
Lenoir,Darriwilian,Darriwilian,0.0,114,4.9
Tulip Creek,Darriwilian,Sandbian,1.0,113,4.9
Wells,Darriwilian,Darriwilian,0.0,50,4.9
Crown Point,Darriwilian,Sandbian,1.0,51,4.9
Crystal Peak,Darriwilian,Darriwilian,0.0,114,4.9
Day Point,Darriwilian,Darriwilian,0.0,39,4.9
Eureka Quartzite,Katian,Katian,0.0,17,4.9
Dawangou,Floian,Darriwilian,2.0,74,4.9
Smithville,Floian,Floian,0.0,114,4.9
Snowtown,Darriwilian,Darriwilian,0.0,124,4.9
Almelund Shale,Darriwilian,Sandbian,1.0,37,4.9
Yunoyag,Darriwilian,Darriwilian,0.0,346,4.9
Aluoja,Darriwilian,Darriwilian,0.0,3,4.9
Valaste,Darriwilian,Darriwilian,0.0,3,4.9
Aber Mawr Shales,Darriwilian,Darriwilian,0.0,124,4.9
Ballybro,Dapingian,Darriwilian,1.0,124,4.9
Brittstown,Darriwilian,Darriwilian,0.0,124,4.9
Conlanstown,Dapingian,Darriwilian,1.0,124,4.9
Corn Hill,Darriwilian,Darriwilian,0.0,124,4.9
Cregennen,Darriwilian,Darriwilian,0.0,124,4.9
Creggan Mooar,Floian,Darriwilian,2.0,124,4.9
Crystal Tuff Lower,Darriwilian,Darriwilian,0.0,124,4.9
Derrylea,Dapingian,Darriwilian,1.0,124,4.9
Fishguard Volcanic,Darriwilian,Darriwilian,0.0,124,4.9
Fournocks,Floian,Darriwilian,2.0,124,4.9
Glenummera,Darriwilian,Darriwilian,0.0,124,4.9
Hill of Slane,Darriwilian,Darriwilian,0.0,124,4.9
Hilltown,Darriwilian,Darriwilian,0.0,124,4.9
Hope Shale,Darriwilian,Darriwilian,0.0,124,4.9
Injebreck,Dapingian,Darriwilian,1.0,124,4.9
Kilmacthomas,Tremadocian,Darriwilian,3.0,124,4.9
Kirkland,Dapingian,Darriwilian,1.0,124,4.9
Kirkland Conglomerate,Darriwilian,Sandbian,1.0,124,4.9
Kirkstile,Floian,Darriwilian,2.0,124,4.9
Llanfallteg,Dapingian,Darriwilian,1.0,124,4.9
Llyn y Gafr Volcanic,Darriwilian,Darriwilian,0.0,124,4.9
Maughold,Floian,Darriwilian,2.0,124,4.9
Maumtrasna,Darriwilian,Sandbian,1.0,124,4.9
Mweelrea,Darriwilian,Sandbian,1.0,124,4.9
Nant Ffrancon_Sub,Dapingian,Sandbian,2.0,124,4.9
Offrwm Volcanic,Dapingian,Darriwilian,1.0,124,4.9
Rosroe,Darriwilian,Darriwilian,0.0,124,4.9
Serw,Sandbian,Sandbian,0.0,92,4.9
Skiddaw,Tremadocian,Darriwilian,3.0,124,4.9
Tarn Moor,Dapingian,Darriwilian,1.0,124,4.9
Tyrone Igneous Complex,Floian,Darriwilian,2.0,124,4.9
White Island Bridge,Darriwilian,Darriwilian,0.0,124,4.9
Hulo,Floian,Sandbian,3.0,"54, 277",4.9
Meitan,Darriwilian,Darriwilian,0.0,54,4.9
Meitan Upper,Dapingian,Darriwilian,1.0,54,4.9
Elnes,Darriwilian,Sandbian,1.0,29,4.9
Helskjer,Darriwilian,Darriwilian,0.0,104,4.9
Huk,Dapingian,Dapingian,0.0,28,4.9
Rognstranda,Darriwilian,Darriwilian,0.0,29,4.9
Stein,Dapingian,Darriwilian,1.0,29,4.9
Svartodden,Darriwilian,Darriwilian,0.0,28,4.9
Dashaba,Darriwilian,Sandbian,1.0,"367, 52",4.9
Qiaojia Upper,Darriwilian,Sandbian,1.0,52,4.9
Shihtzupu,Darriwilian,Sandbian,1.0,64,4.9
Daguanshan,Floian,Darriwilian,2.0,"367, 52",4.9
Alpartir,Darriwilian,Darriwilian,0.0,310,4.9
Marité,Darriwilian,Darriwilian,0.0,310,4.9
Saergan,Floian,Sandbian,3.0,74,4.9
Weston,Darriwilian,Darriwilian,0.0,376,4.9
Moitiers d'Allonne,Darriwilian,Darriwilian,0.0,337,4.9
Asaphus Ash,Darriwilian,Darriwilian,0.0,124,4.9
Assise de Huy,Dapingian,Darriwilian,1.0,240,4.9
Assise de Sart-Berbard,Dapingian,Darriwilian,1.0,240,4.9
Assise de Vitrival-Bruyère,Darriwilian,Sandbian,1.0,240,4.9
Brzeziny Upper,Darriwilian,Darriwilian,0.0,240,4.9
Bukowka Mojcza Sandstone & Limestone,Darriwilian,Darriwilian,0.0,240,4.9
Craig-y-Llam,Darriwilian,Sandbian,1.0,240,4.9
Didymograptus murchisoni Shales,Darriwilian,Darriwilian,0.0,240,4.9
Llandeilo Flags,Darriwilian,Darriwilian,0.0,240,4.9
Llyn-y-Gafr spilitic,Darriwilian,Darriwilian,0.0,240,4.9
Luarca Shales,Darriwilian,Sandbian,1.0,240,4.9
Pomorze,Darriwilian,Katian,2.0,240,4.9
Schistes de Postolonnec,Darriwilian,Katian,2.0,240,4.9
Seo,Dapingian,Sandbian,2.0,240,4.9
Urville,Darriwilian,Darriwilian,0.0,240,4.9
Cashions Creek,Darriwilian,Sandbian,1.0,203,4.9
Chaitsun Lower,Tremadocian,Darriwilian,3.0,250,4.9
Charchaq,Sandbian,Sandbian,0.0,74,4.9
Chayu,Floian,Darriwilian,2.0,250,4.9
Datianba,Darriwilian,Sandbian,1.0,21,4.9
Diaochuanggou,Floian,Katian,4.0,250,4.9
Dongguashan,Floian,Darriwilian,2.0,250,4.9
Fengdonggang,Floian,Sandbian,3.0,250,4.9
Fengfeng,Darriwilian,Katian,2.0,250,4.9
Fenggou,Floian,Darriwilian,2.0,250,4.9
Gezhuang,Floian,Sandbian,3.0,250,4.9
Hsiangyang,Floian,Darriwilian,2.0,250,4.9
Huangai,Floian,Darriwilian,2.0,250,4.9
Jiuxi,Floian,Sandbian,3.0,250,4.9
Klimoli,Floian,Darriwilian,2.0,250,4.9
Laikuoshan,Floian,Sandbian,3.0,250,4.9
Lengshuigou,Floian,Sandbian,3.0,250,4.9
Longmendong,Darriwilian,Katian,2.0,250,4.9
Machiakou,Floian,Darriwilian,2.0,250,4.9
Miaopo,Darriwilian,Sandbian,1.0,64,4.9
Pagoda,Sandbian,Katian,1.0,"64, 54",4.9
Qixiling,Floian,Darriwilian,2.0,250,4.9
Sargan,Floian,Sandbian,3.0,250,4.9
Shatang,Darriwilian,Sandbian,1.0,250,4.9
Shihtien,Floian,Darriwilian,2.0,250,4.9
Shihuigou,Floian,Darriwilian,2.0,250,4.9
Siliangssu,Floian,Katian,4.0,250,4.9
Tongshan,Floian,Sandbian,3.0,250,4.9
Tumuxiuke,Darriwilian,Katian,2.0,103,4.9
Weifeng,Tremadocian,Darriwilian,3.0,250,4.9
Woboer,Floian,Darriwilian,2.0,250,4.9
Wulalike,Darriwilian,Darriwilian,0.0,372,4.9
Xiahuangkeng,Floian,Darriwilian,2.0,250,4.9
Xiangguletag,Tremadocian,Darriwilian,3.0,250,4.9
Xianlinpu,Floian,Darriwilian,2.0,250,4.9
Xiaotan,Floian,Darriwilian,2.0,250,4.9
Yahua,Tremadocian,Darriwilian,3.0,250,4.9
Yangzhuang,Floian,Sandbian,3.0,250,4.9
Yaoxian,Floian,Katian,4.0,250,4.9
Yenchi,Floian,Sandbian,3.0,250,4.9
Yenwashan,Sandbian,Katian,1.0,54,4.9
Yuhong,Darriwilian,Sandbian,1.0,250,4.9
Basco,Floian,Katian,4.0,176,4.9
Perkins Canyon,Floian,Katian,4.0,176,4.9
Petes Summit,Dapingian,Sandbian,2.0,176,4.9
Phi Kappa,Katian,Katian,0.0,179,4.9
Snow Canyon,Floian,Darriwilian,2.0,176,4.9
Valmy,Floian,Katian,4.0,176,4.9
Abereiddi Tuff,Darriwilian,Darriwilian,0.0,124,4.9
Auchensol Bridge,Darriwilian,Sandbian,1.0,124,4.9
Auchensoul Limestone,Darriwilian,Darriwilian,0.0,124,4.9
Betton Shale,Darriwilian,Darriwilian,0.0,124,4.9
Bryanstown,Darriwilian,Darriwilian,0.0,124,4.9
Bunmahon,Darriwilian,Darriwilian,0.0,124,4.9
Caerhys Shale,Darriwilian,Darriwilian,0.0,124,4.9
Confinis,Darriwilian,Sandbian,1.0,124,4.9
Cyffredin Shale,Darriwilian,Darriwilian,0.0,124,4.9
Downan Point Lava,Darriwilian,Sandbian,1.0,124,4.9
Dunabrattin Shale,Darriwilian,Darriwilian,0.0,124,4.9
Glendavock,Darriwilian,Darriwilian,0.0,124,4.9
Kirkton,Darriwilian,Sandbian,1.0,124,4.9
Lan Flags,Darriwilian,Darriwilian,0.0,124,4.9
Lettermullen,Darriwilian,Sandbian,1.0,124,4.9
Minuntian,Darriwilian,Darriwilian,0.0,124,4.9
Tramore Limestone,Darriwilian,Sandbian,1.0,124,4.9
Uggool,Darriwilian,Darriwilian,0.0,124,4.9
Weston Flags,Darriwilian,Darriwilian,0.0,124,4.9
Antelope Valley Limestone Rhysostrophia,Darriwilian,Darriwilian,0.0,160,4.9
Engervik,Darriwilian,Darriwilian,0.0,104,4.9
Heggen,Darriwilian,Darriwilian,0.0,29,4.9
Sjøstrand,Floian,Floian,0.0,104,4.9
Foum Ez Zeidiya,Darriwilian,Darriwilian,0.0,238,4.9
Klimoli Lower,Floian,Darriwilian,2.0,55,4.9
El Higado,Tremadocian,Darriwilian,3.0,99,4.9
Los Azules Lower,Darriwilian,Darriwilian,0.0,128,4.9
Duboviki,Floian,Darriwilian,2.0,350,4.9
Kandle,Darriwilian,Darriwilian,0.0,9,4.9
Loobu,Darriwilian,Darriwilian,0.0,9,4.9
Segerstad Limestone,Darriwilian,Darriwilian,0.0,"21, 9",4.9
Skärlöv,Darriwilian,Darriwilian,0.0,9,4.9
Stirnas,Darriwilian,Darriwilian,0.0,"21, 9",4.9
Vämb,Darriwilian,Darriwilian,0.0,9,4.9
Bellburns,Darriwilian,Darriwilian,0.0,42,4.9
Crocker Bay,Dapingian,Darriwilian,1.0,42,4.9
Green Sandstone,Darriwilian,Darriwilian,0.0,42,4.9
Hare Island,Dapingian,Darriwilian,1.0,42,4.9
Ship Point Member C,Darriwilian,Darriwilian,0.0,42,4.9
Kårgärde Limestone,Floian,Darriwilian,2.0,11,4.9
Vikarbyn Limestone,Floian,Darriwilian,2.0,11,4.9
Mc Lish,Darriwilian,Darriwilian,0.0,113,4.9
Estancia San Isidro,Darriwilian,Darriwilian,0.0,299,4.9
Yerba Loca,Darriwilian,Sandbian,1.0,299,4.9
MDICE,Darriwilian,Darriwilian,0.0,21,4.9
Kelimoti,Floian,Darriwilian,2.0,372,4.9
Balgashoky,Floian,Darriwilian,2.0,370,4.9
Uzunbulak,Darriwilian,Darriwilian,0.0,370,4.9
Deep Kill Shale,Floian,Darriwilian,2.0,146,4.9
Burgen,Darriwilian,Darriwilian,0.0,88,4.9
Jasper,Darriwilian,Darriwilian,0.0,88,4.9
Sandaokan,Dapingian,Darriwilian,1.0,"381, 380",4.9
Table Point,Darriwilian,Darriwilian,0.0,4,4.9
Beianzhuang,Darriwilian,Darriwilian,0.0,381,4.9
Watson Ranch,Darriwilian,Darriwilian,0.0,114,4.9
Goldwyer,Darriwilian,Darriwilian,0.0,220,4.9
Nora,Darriwilian,Darriwilian,0.0,220,4.9
Stairway Sandstone,Darriwilian,Darriwilian,0.0,215,4.9
Willara,Floian,Darriwilian,2.0,220,4.9
Corey,Darriwilian,Darriwilian,0.0,365,4.9
Horn Valley Siltstone,Floian,Floian,0.0,230,4.9
Furudal Limestone,Darriwilian,Sandbian,1.0,11,4.9
Killeröd,Darriwilian,Sandbian,1.0,37,4.9
Lachug,Darriwilian,Darriwilian,0.0,346,4.9
Guindo Shales,Darriwilian,Darriwilian,0.0,313,4.9
Borrowdale Volcanic,Sandbian,Sandbian,0.0,92,4.9
Hendre Shales,Darriwilian,Sandbian,1.0,92,4.9
Jeleniow,Darriwilian,Katian,2.0,240,4.9
May,Sandbian,Sandbian,0.0,224,4.9
Morawica Shale,Darriwilian,Katian,2.0,240,4.9
Glenkiln Shale,Sandbian,Sandbian,0.0,124,4.9
Meadowtown,Darriwilian,Darriwilian,0.0,92,4.9
Rorrington Shale,Darriwilian,Sandbian,1.0,92,4.9
McAffe Quartzite,Darriwilian,Sandbian,1.0,176,4.9
Folkeslunda,Darriwilian,Darriwilian,0.0,9,4.9
Lindegård Mudstone,Darriwilian,Sandbian,1.0,9,4.9
Bellewstown,Darriwilian,Darriwilian,0.0,124,4.9
Belvoir,Sandbian,Katian,1.0,240,4.9
Castell Limestone,Darriwilian,Darriwilian,0.0,124,4.9
Coronea,Darriwilian,Darriwilian,0.0,124,4.9
Craigmalloch,Darriwilian,Sandbian,1.0,124,4.9
Currarie,Darriwilian,Sandbian,1.0,124,4.9
Noblehouse Lava,Darriwilian,Darriwilian,0.0,124,4.9
Red Island,Darriwilian,Darriwilian,0.0,124,4.9
Stinchar Limestone,Darriwilian,Sandbian,1.0,124,4.9
Traboyack,Darriwilian,Sandbian,1.0,124,4.9
Antelope Valley Limestone Leptellina,Darriwilian,Darriwilian,0.0,160,4.9
Antelope Valley Limestone Sowerbyella,Darriwilian,Darriwilian,0.0,160,4.9
Håkavik,Darriwilian,Sandbian,1.0,29,4.9
Poultney Upper,Darriwilian,Sandbian,1.0,157,4.9
Stuyvesant Falls Upper,Darriwilian,Sandbian,1.0,157,4.9
Karasu,Dapingian,Darriwilian,1.0,329,4.9
Äjchikhin,Darriwilian,Katian,2.0,329,4.9
Karastun,Darriwilian,Katian,2.0,329,4.9
Foum Ez Zeidiya Sandy,Darriwilian,Sandbian,1.0,238,4.9
Oued Saret Sandstone,Darriwilian,Katian,2.0,238,4.9
Oued Saret Shally,Darriwilian,Sandbian,1.0,238,4.9
Kerarvail,Darriwilian,Darriwilian,0.0,238,4.9
Dobrotivá,Darriwilian,Darriwilian,0.0,249,4.9
First Bani,Darriwilian,Darriwilian,0.0,249,4.9
Bou-Zeroual,Darriwilian,Darriwilian,0.0,238,4.9
Guezzart,Darriwilian,Darriwilian,0.0,238,4.9
Izegguirene,Darriwilian,Sandbian,1.0,238,4.9
Kerarmor,Darriwilian,Sandbian,1.0,238,4.9
Morgat,Darriwilian,Darriwilian,0.0,238,4.9
Ouine-Inirne,Darriwilian,Darriwilian,0.0,238,4.9
Taddrist,Darriwilian,Darriwilian,0.0,238,4.9
New Market Limestone,Darriwilian,Darriwilian,0.0,114,4.9
Darriwilian 3,Darriwilian,Darriwilian,0.0,12,4.9
Coroico,Darriwilian,Darriwilian,0.0,288,4.9
Arline,Darriwilian,Sandbian,1.0,188,4.9
Block House,Darriwilian,Sandbian,1.0,80,4.9
Fetzer,Darriwilian,Darriwilian,0.0,65,4.9
Whitesburg,Darriwilian,Darriwilian,0.0,65,4.9
Laval Lower,Darriwilian,Darriwilian,0.0,51,4.9
Laval Middle,Darriwilian,Sandbian,1.0,51,4.9
Mingan,Darriwilian,Sandbian,1.0,51,4.9
Rockcliffe,Darriwilian,Sandbian,1.0,51,4.9
Seby,Darriwilian,Darriwilian,0.0,9,4.9
Pratt Ferry,Darriwilian,Darriwilian,0.0,44,4.9
Portezuelo del Tontal,Sandbian,Sandbian,0.0,333,4.9
Ballast Chert,Darriwilian,Darriwilian,0.0,132,4.9
Billabong Creek Limestone,Darriwilian,Darriwilian,0.0,132,4.9
Narooma Chert,Darriwilian,Darriwilian,0.0,132,4.9
Nattery Chert,Darriwilian,Darriwilian,0.0,132,4.9
Wahringa Limestone,Darriwilian,Darriwilian,0.0,132,4.9
Watonga,Darriwilian,Darriwilian,0.0,132,4.9
Copenhagen,Sandbian,Katian,1.0,22,4.9
New Market,Darriwilian,Sandbian,1.0,113,4.9
Veltsy,Darriwilian,Sandbian,1.0,350,4.9
Ryd,Darriwilian,Sandbian,1.0,9,4.9
Klimoli Upper,Darriwilian,Darriwilian,0.0,55,4.9
Pingliang,Sandbian,Sandbian,0.0,372,4.9
Heituao,Floian,Darriwilian,2.0,250,4.9
Darriwilian 1,Darriwilian,Darriwilian,0.0,12,4.9
Ningkuo Member 4,Dapingian,Darriwilian,1.0,54,4.9
Jiangjiawei,Floian,Darriwilian,2.0,250,4.9
Lanmutan,Darriwilian,Darriwilian,0.0,250,4.9
Laozhai,Floian,Darriwilian,2.0,250,4.9
Ningkuo,Floian,Dapingian,1.0,54,4.9
Shuanghe,Floian,Darriwilian,2.0,250,4.9
Tanjiagou,Dapingian,Darriwilian,1.0,250,4.9
Tonggao,Floian,Darriwilian,2.0,250,4.9
Xinertai,Tremadocian,Darriwilian,3.0,250,4.9
Xiqiuhe,Floian,Darriwilian,2.0,250,4.9
Yijianfang,Darriwilian,Darriwilian,0.0,57,4.9
Zotzeshan,Floian,Darriwilian,2.0,250,4.9
Acoite Upper,Floian,Darriwilian,2.0,237,4.9
Benjamin Constant,Tremadocian,Darriwilian,3.0,237,4.9
Voskresenka,Floian,Darriwilian,2.0,329,4.9
Iäyrak,Floian,Floian,0.0,328,4.9
Ilovat,Floian,Floian,0.0,328,4.9
Qiaojia Lower,Floian,Darriwilian,2.0,52,4.9
Xianlinbu,Floian,Darriwilian,2.0,"367, 53",4.9
Houping,Dapingian,Darriwilian,1.0,367,4.9
Darriwilian 2,Darriwilian,Darriwilian,0.0,12,4.9
Volgin,Darriwilian,Darriwilian,0.0,346,4.9
Los Azules Middle,Darriwilian,Darriwilian,0.0,294,4.9
Baldone,Darriwilian,Darriwilian,0.0,"21, 9",4.9
Pakri,Darriwilian,Darriwilian,0.0,14,4.9
Goose Tickle,Darriwilian,Katian,2.0,104,4.9
American Tickle,Floian,Darriwilian,2.0,104,4.9
Black Cove,Darriwilian,Darriwilian,0.0,104,4.9
Cape Cormorant,Floian,Darriwilian,2.0,104,4.9
Likhall,Darriwilian,Darriwilian,0.0,392,4.9
Table Cove,Darriwilian,Darriwilian,0.0,380,4.9
Formation D,Darriwilian,Darriwilian,0.0,36,4.9
Obukhovo,Darriwilian,Darriwilian,0.0,350,4.9
Las Aguaditas,Darriwilian,Sandbian,1.0,347,4.9
Täljsten,Darriwilian,Darriwilian,0.0,392,4.9
Acoite,Floian,Darriwilian,2.0,272,4.9
Hølonda Limestone,Darriwilian,Darriwilian,0.0,379,4.9
Antelope Valley Limestone Maclurites,Darriwilian,Darriwilian,0.0,160,4.9
Porth Llauog,Darriwilian,Darriwilian,0.0,355,4.9
Tollev,Floian,Darriwilian,2.0,346,4.9
Poultney,Floian,Darriwilian,2.0,146,4.9
Vuelta de Las Tolas,Floian,Darriwilian,2.0,323,4.9
Molles,Darriwilian,Darriwilian,0.0,338,4.9
Cwm Clwyd Ash,Darriwilian,Darriwilian,0.0,240,4.9
Didymograptus bifidus Shale,Darriwilian,Darriwilian,0.0,240,4.9
Maesgwm Shales,Darriwilian,Darriwilian,0.0,240,4.9
Skiddaw Slate,Dapingian,Darriwilian,1.0,240,4.9
Emanuel Lower,Tremadocian,Darriwilian,3.0,77,4.9
Emanuel Middle,Tremadocian,Darriwilian,3.0,77,4.9
Karmberg,Dapingian,Darriwilian,1.0,203,4.9
Las Chacritas Upper,Darriwilian,Darriwilian,0.0,15,4.9
Lysaker,Dapingian,Dapingian,0.0,28,4.9
Ushkyzyl,Floian,Darriwilian,2.0,370,4.9
Pizzaras Guindo,Darriwilian,Darriwilian,0.0,366,4.9
Pizarras de Navalaceite,Darriwilian,Darriwilian,0.0,366,4.9
Pizarras de Valmosillo,Darriwilian,Darriwilian,0.0,366,4.9
Valim,Darriwilian,Darriwilian,0.0,350,4.9
Skövde,Darriwilian,Darriwilian,0.0,"21, 9",4.9
Väo,Darriwilian,Darriwilian,0.0,"21, 9",4.9
Källa Limestone,Darriwilian,Darriwilian,0.0,343,4.9
Gullhögen,Darriwilian,Darriwilian,0.0,9,4.9
Taurupe,Darriwilian,Sandbian,1.0,9,4.9
Persnäs,Darriwilian,Sandbian,1.0,344,4.9
Korgekallas,Darriwilian,Sandbian,1.0,"21, 9",4.9
Porogi,Darriwilian,Darriwilian,0.0,350,4.9
Elgencha,Darriwilian,Darriwilian,0.0,346,4.9
Wiatrowiec Limestone,Darriwilian,Darriwilian,0.0,38,4.9
Las Chacritas Lower,Darriwilian,Darriwilian,0.0,15,4.9
Haedon,Darriwilian,Darriwilian,0.0,132,4.9
Oakdale,Darriwilian,Darriwilian,0.0,132,4.9
Keily,Dapingian,Darriwilian,1.0,190,4.9
Ship Point Member B,Floian,Darriwilian,2.0,42,4.9
Herram,Dapingian,Darriwilian,1.0,29,4.9
Hukodden,Dapingian,Dapingian,0.0,28,4.9
Yapeenian 2,Dapingian,Dapingian,0.0,12,4.9
Rockdale Run,Dapingian,Dapingian,0.0,113,4.9
Shingle,Tremadocian,Dapingian,2.0,113,4.9
West Spring Creek,Floian,Floian,0.0,59,4.9
Metaline,Tremadocian,Dapingian,2.0,114,4.9
Coolibah,Tremadocian,Floian,1.0,230,4.9
Luke Hill,Floian,Dapingian,1.0,365,4.9
Ogdensburg,Floian,Dapingian,1.0,365,4.9
Dead Wood,Dapingian,Dapingian,0.0,39,4.9
Juab,Dapingian,Dapingian,0.0,39,4.9
Manitou,Dapingian,Dapingian,0.0,39,4.9
Prairie Du Chien,Dapingian,Dapingian,0.0,39,4.9
Allt Lwyd,Floian,Dapingian,1.0,124,4.9
Balcreuchan,Dapingian,Dapingian,0.0,124,4.9
Barrule Slates,Floian,Dapingian,1.0,124,4.9
Brownsford,Dapingian,Dapingian,0.0,124,4.9
Buttermere,Dapingian,Dapingian,0.0,124,4.9
Copney Pillow Lava,Floian,Dapingian,1.0,124,4.9
Cwm Felin Boeth,Floian,Dapingian,1.0,124,4.9
Donard,Floian,Dapingian,1.0,124,4.9
Glen Rushen,Floian,Dapingian,1.0,124,4.9
Kilcarry,Floian,Dapingian,1.0,124,4.9
Lady Port,Dapingian,Dapingian,0.0,124,4.9
Loch Faoilean,Floian,Dapingian,1.0,124,4.9
Milltown,Floian,Dapingian,1.0,124,4.9
Murton,Dapingian,Dapingian,0.0,124,4.9
Mytton Flags,Floian,Dapingian,1.0,124,4.9
Oaklands,Floian,Dapingian,1.0,124,4.9
Oldcourt,Dapingian,Dapingian,0.0,124,4.9
Pontyfenni,Floian,Dapingian,1.0,124,4.9
Prioryland,Dapingian,Dapingian,0.0,240,4.9
Raven Gill,Floian,Dapingian,1.0,124,4.9
Riverchapel,Floian,Dapingian,1.0,124,4.9
Ryans Farm,Dapingian,Dapingian,0.0,124,4.9
Sheeffry,Dapingian,Dapingian,0.0,124,4.9
Srah,Dapingian,Dapingian,0.0,124,4.9
Tankerville Flags,Dapingian,Dapingian,0.0,124,4.9
Tawnyinagh,Dapingian,Dapingian,0.0,124,4.9
Tourmakeady,Floian,Dapingian,1.0,124,4.9
Tudwal Sandstone,Dapingian,Dapingian,0.0,124,4.9
Wig Bach,Floian,Dapingian,1.0,124,4.9
Antelope Valley Limestone Basal,Dapingian,Dapingian,0.0,160,4.9
Tuloy,Floian,Floian,0.0,328,4.9
Castlemainian 3,Dapingian,Dapingian,0.0,12,4.9
Castlemainian 2,Dapingian,Dapingian,0.0,12,4.9
Horns Udde,Dapingian,Dapingian,0.0,36,4.9
Selikedaban,Dapingian,Sandbian,2.0,78,4.9
Loma del Kilómetro,Floian,Dapingian,1.0,323,4.9
Bruddesta,Floian,Dapingian,1.0,36,4.9
Broken Skull,Tremadocian,Floian,1.0,114,4.9
Catoche,Floian,Floian,0.0,114,4.9
Eleanor River,Floian,Dapingian,1.0,114,4.9
Glenogle,Dapingian,Dapingian,0.0,42,4.9
Nadlo Point,Floian,Dapingian,1.0,42,4.9
Ship Point,Tremadocian,Dapingian,2.0,42,4.9
Southern Arm,Floian,Dapingian,1.0,42,4.9
Shabakty,Floian,Dapingian,1.0,370,4.9
Olenidsletta,Floian,Dapingian,1.0,326,4.9
Shuiquanling,Floian,Dapingian,1.0,72,4.9
Xiamajiagou,Floian,Dapingian,1.0,72,4.9
Saka,Dapingian,Dapingian,0.0,334,4.9
Antelope Valley Limestone Sponge,Dapingian,Dapingian,0.0,160,4.9
Brzeziny Lower,Dapingian,Dapingian,0.0,240,4.9
Grès Armoricain,Floian,Floian,0.0,238,4.9
Mynydd-y-Gdder Rhyolitic,Dapingian,Dapingian,0.0,240,4.9
Tetragraptus,Dapingian,Dapingian,0.0,240,4.9
Vääna,Dapingian,Dapingian,0.0,3,4.9
