name,oldest,youngest,ts_count,refs,rule
Tøyen Shale,Fl2,Fl3,1.0,33,2.0
Chewtonian,Fl3,Fl3,0.0,"12, 2",2.0
Cressagian,Tr1,Tr1,0.0,"12, 2",2.0
Lower Tremadocian,Tr1,Tr1,0.0,"2, 321",2.0
Nyaian,Tr1,Tr3,2.0,2,2.0
Pakerort,Tr1,Tr1,0.0,"12, 2",2.0
Skullrockian,Tr1,Tr1,0.0,"12, 2",2.0
Tremadoc,Tr1,Tr3,2.0,2,2.0
Saladilo,Tr1,Tr2,1.0,272,2.0
Santa Rosita,Tr1,Tr3,2.0,272,2.0
Ichangian,Tr1,Tr3,2.0,12,2.0
Migneintian,Tr2,Tr3,1.0,"12, 2",2.0
Varangu,Tr1,Tr2,1.0,"12, 2",2.0
Warendan,Tr1,Tr1,0.0,12,2.0
Boat Harbour Lower,Tr1,Tr2,1.0,84,2.0
House Limestone,Tr1,Tr1,0.0,84,2.0
La Silla,Tr1,Tr3,2.0,84,2.0
Parker Spring,Tr1,Tr3,2.0,84,2.0
Watts Bight,Tr1,Tr1,0.0,84,2.0
Trenice,Tr1,Tr2,1.0,271,2.0
Kidryas,Tr1,Tr1,0.0,236,2.0
Agairya,Tr1,Tr3,2.0,281,2.0
Ishpa,Tr1,Tr3,2.0,281,2.0
Kamlak,Tr1,Tr3,2.0,281,2.0
Talitsa,Tr1,Tr3,2.0,281,2.0
Tayanza,Tr1,Tr3,2.0,281,2.0
Stairsian,Tr2,Tr2,0.0,"12, 2",2.0
Tremadocian Upper,Tr3,Tr3,0.0,"2, 321",2.0
Middle Tremadocian,Tr2,Tr2,0.0,321,2.0
Boat Harbour Middle,Tr2,Tr2,0.0,84,2.0
Milina,Tr2,Tr3,1.0,271,2.0
AIII,Tr2,Tr2,0.0,236,2.0
Kolnabuk,Tr2,Tr2,0.0,236,2.0
Sokoli,Tr2,Tr3,1.0,236,2.0
Bjørkåsholmen,Tr2,Tr2,0.0,33,2.0
Fezouata,Tr3,Tr3,0.0,309,2.0
Parcha,Tr3,Tr3,0.0,272,2.0
Boat Harbour Upper,Tr3,Tr3,0.0,84,2.0
Amorphognathus ventilatus,Sa2,Ka1,1.0,9,3.9
Belodina compressa,Sa2,Sa2,0.0,50,3.9
Erismodus quadridactylus,Sa2,Sa2,0.0,50,3.9
Phragmodus undatus,Sa2,Sa2,0.0,118,3.9
Spinachitina sp. A,Sa2,Ka1,1.0,3,3.9
Angochitina multiplex,Sa2,Sa2,0.0,3,3.9
Diplacanthograptus lanceolatus,Sa2,Ka1,1.0,12,3.9
Diplacanthograptus spiniferus,Ka1,Ka1,0.0,12,3.9
Corynoides americanus,Sa2,Ka1,1.0,194,3.9
Diplacanthograptus caudatus,Sa2,Ka1,1.0,400,3.9
Orthograptus calcaratus,Sa2,Sa2,0.0,53,3.9
Orthograptus ruedemanni,Ka1,Ka1,0.0,194,3.9
Orthograptus quadrimucronatus,Ka1,Ka2,1.0,346,3.9
Sinoceras chinense,Sa2,Ka2,2.0,53,3.9
Amorphognathus superbus,Ka1,Ka1,0.0,400,3.9
Amorphognathus tvaerensis,Sa1,Ka1,2.0,400,3.9
Belodina confluens,Sa2,Sa2,0.0,39,3.9
Belonechitina robusta,Ka1,Ka1,0.0,400,3.9
Euconochitina tanvillensis,Ka1,Ka1,0.0,400,3.9
Plectodina tenuis,Sa2,Sa2,0.0,222,3.9
Tanuchitina fistulosa,Ka1,Ka2,1.0,12,3.9
Plectodina undatus,Sa2,Sa2,0.0,50,3.9
Glyptograptus siccatus/Oepikograptus bekkeri/ Amplexograptus fallax/ Glyptograptus eugluphus,Sa1,Ka1,2.0,346,3.9
Lagenochitina dalbyensis / Desmochitina lecantiella,Sa1,Ka2,3.0,346,3.9
Maakina parvuliformis-Leptellina carinata,Sa1,Ka1,2.0,346,3.9
Parajonesites notabilis,Sa1,Ka1,2.0,346,3.9
Belodina compressa - Culumbodina mangazeica,Sa1,Ka1,2.0,27,3.9
Belonechitina hirsuta / Lagenochitina sp. A,Dw3,Sa2,2.0,3,3.9
Cahabagnathus sweeti,Dw3,Sa1,1.0,50,3.9
Lagenochitina deunffi,Sa1,Sa1,0.0,400,3.9
Climacograptus peltifer,Sa1,Sa1,0.0,346,3.9
Diplograptus multidens/ Diplograptus foliaceus,Sa1,Sa2,1.0,400,3.9
Ancryochitina sp. 1,Sa2,Sa2,0.0,3,3.9
Sphaerochitina gracqui / Kalochitina multispinata / Hercochitina duplicitas / Conochitina primitiva,Sa2,Sa2,0.0,3,3.9
Plectodina aculeata,Sa2,Sa2,0.0,191,3.9
Crozonaspis chauveli,Sa2,Sa2,0.0,321,3.9
Tenuiseptorthis loii,Sa2,Sa2,0.0,321,3.9
Didymograptus clavulus,Dw2,Sa2,3.0,16,3.9
Dicranograptus sinensis,Sa2,Sa2,0.0,54,3.9
Cyathochitina sebyensis,Sa2,Sa2,0.0,14,3.9
Pterograptus elegans,Dw3,Dw3,0.0,3,3.9
Yangtzeplacognathus jianyeensis-Pygodus anserinus,Dw3,Sa1,1.0,382,3.9
Climacograptus? uncinatus,Ka4,Ka4,0.0,53,3.9
Dicellograptus gravis,Ka2,Ka2,0.0,3,3.9
pre-pacificus,Ka4,Ka4,0.0,3,3.9
Acanthochitina barbata,Hi1,Hi1,0.0,400,3.9
Armoricochitina nigerica,Ka3,Hi1,2.0,400,3.9
Conochitina rugata,Sa1,Hi1,6.0,3,3.9
Conochitina senta,Sa1,Sa2,1.0,3,3.9
Hyalochitina hyalophrys,Sa1,Hi1,6.0,3,3.9
Tanuchitina bergstroemi,Sa1,Hi1,6.0,3,3.9
Climacograptus peltifer / Diplograptus multidens,Sa1,Sa1,0.0,346,3.9
Dicranograptus kirki,Ka2,Ka2,0.0,12,3.9
Orthograptus truncatus intermedius,Ka2,Ka4,2.0,360,3.9
Geniculograptus pygmaeus,Ka2,Ka2,0.0,3,3.9
Orthograptus quadrimucronatus / Dicellograptus johnstrupi,Ka2,Ka2,0.0,3,3.9
Nankinolithus nankinensis,Ka4,Ka4,0.0,54,3.9
Oulodus robustus,Ka2,Ka2,0.0,12,3.9
Oulodus velicuspis,Ka2,Ka2,0.0,12,3.9
Ozarkodina dolborica - Acanthocordyloduy festus,Ka2,Ka2,0.0,27,3.9
Boreadorthis,Ka2,Ka4,2.0,346,3.9
Bumastus,Ka2,Hi1,3.0,346,3.9
Dolborella bifunctata,Ka2,Ka4,2.0,346,3.9
Periodon grandis,Hi1,Hi1,0.0,50,3.9
Nemagraptus gracilis/ Oepikograptus bekkeri,Dw3,Sa1,1.0,400,3.9
Lagenochitina ponceti,Sa1,Sa1,0.0,3,3.9
Prioniodus variabilis,Sa1,Sa1,0.0,50,3.9
Eisenackitina rhenana,Dw3,Sa1,1.0,3,3.9
Cahabagnathus sweeti - Phragmodus inflexus,Sa1,Sa1,0.0,27,3.9
Amorphognathus inaequalis,Dw3,Sa1,1.0,400,3.9
Eoplacognathus lindstroemi,Dw3,Dw3,0.0,51,3.9
Conochitina tuberculata,Dw3,Sa1,1.0,8,3.9
Archiclimacograptus riddellensis,Dw3,Dw3,0.0,53,3.9
Linochitina pissotensis,Dw3,Dw3,0.0,321,3.9
Fungochitina spinifera,Hi1,Hi1,0.0,9,3.9
Aphelognathus divergens,Hi1,Hi1,0.0,50,3.9
Aphelognathus shatzeri,Hi1,Hi1,0.0,3,3.9
Normalograptus extraordinarius/ Normalograptus ojsuensis/ Normalograptus mirnyensis,Hi1,Hi1,0.0,400,3.9
Ancyrochitina merga,Hi1,Hi1,0.0,3,3.9
Spinachitina oulebsiri,Hi2,Hi2,0.0,321,3.9
Tanuchitina elongata,Hi1,Hi1,0.0,400,3.9
Tanuchitina oulebsiri,Hi1,Hi2,1.0,400,3.9
Ancyrochitina ellisbayensis / Spinachitina taugourdeaui,Hi1,Hi1,0.0,3,3.9
Belonechitina gamachiana,Hi1,Hi1,0.0,3,3.9
Conochitina scabra / Spinachitina taugourdeaui,Hi1,Hi1,0.0,3,3.9
Cyathochitina vaurealensis ,Hi1,Hi1,0.0,3,3.9
Hercochitina crickmayi,Hi1,Hi1,0.0,3,3.9
Tanuchitina anticostiensis,Hi1,Hi1,0.0,3,3.9
Aphelognathus pyramidalis,Ka4,Hi1,1.0,27,3.9
Normalograptus extraordinarius / Normalograptus ojsuensis,Hi1,Hi1,0.0,53,3.9
Bellimurina sibirica,Hi1,Hi1,0.0,346,3.9
Climacograptus supernus,Ka4,Hi1,1.0,346,3.9
Dicellograptus / Glyptograptus / Orthograptus,Hi1,Hi1,0.0,346,3.9
Parakidograptus acuminatus,Hi2,Hi2,0.0,316,3.9
Conochitina micracantha,Hi2,Hi2,0.0,346,3.9
Acanthodina nobilis,Ka4,Ka4,0.0,27,3.9
Diceratograptus mirus,Ka4,Ka4,0.0,54,3.9
Tangyagraptus typicus,Ka4,Ka4,0.0,54,3.9
Evenkorhynchia dichotomians evenkiensis,Ka4,Ka4,0.0,346,3.9
Amplexograptus inuiti,Ka4,Ka4,0.0,63,3.9
Tetraprioniodus elegans,Ka4,Ka4,0.0,346,3.9
Didymograptus murchisoni,Dw3,Dw3,0.0,3,3.9
Pseudoclimacograptus decoratus,Dw2,Dw3,1.0,53,3.9
Didymograptus murchisoni/ Didymograptus geminus,Dw2,Dw3,1.0,400,3.9
Cahabagnathus friendsvillensis,Dw3,Dw3,0.0,50,3.9
Phragmodus polonicus,Dw2,Dw2,0.0,50,3.9
Armoricochitina armoricana / Cyathochitina jenkinsi,Dw2,Dw3,1.0,400,3.9
Laufeldochitina clavata,Dw3,Dw3,0.0,400,3.9
Baltoplacognathus reclinatus,Dw3,Dw3,0.0,51,3.9
Baltoplacognathus robustus,Dw3,Dw3,0.0,51,3.9
Yangtzeplacognathus foliaceus,Dw3,Dw3,0.0,14,3.9
Yangtzeplacognathus protoramosus,Dw3,Dw3,0.0,14,3.9
Conochitina clavaherculi,Dw2,Dw3,1.0,3,3.9
Cyathochitina jenkinsi,Dw2,Dw3,1.0,3,3.9
Conochitina parvicolla,Dw3,Dw3,0.0,346,3.9
Didymograptus jiangxiensis,Dw3,Dw3,0.0,3,3.9
Gymnograptus linnarssoni,Dw3,Dw3,0.0,53,3.9
Aegiromena mariana,Dw3,Dw3,0.0,321,3.9
Crozonorthis musculosa,Dw3,Dw3,0.0,321,3.9
Heterorthina kerfornei,Dw3,Dw3,0.0,321,3.9
Morgatia hupei,Dw3,Dw3,0.0,321,3.9
Morgatia primitiva,Dw3,Dw3,0.0,321,3.9
Placoparia (Coplacoparia) borni,Dw3,Dw3,0.0,321,3.9
Placoparia borni,Dw3,Dw3,0.0,321,3.9
Phragmodus flexuosus,Dw3,Dw3,0.0,27,3.9
Ptiloconus anomalis,Dw3,Dw3,0.0,27,3.9
Pseudamplexograptus distichus,Dw2,Dw3,1.0,3,3.9
Cyathochitina calix,Dw2,Dw2,0.0,321,3.9
Eoplacognathus variabilis,Dw1,Dw2,1.0,12,3.9
Conochitina pirum,Dw1,Dw2,1.0,3,3.9
Conochitina turgida / Conochitina subcylindrica,Dw1,Dw2,1.0,3,3.9
Desmochitina bulla,Dp3,Dw1,1.0,400,3.9
Hyalochitina protocalix,Dw2,Dw2,0.0,321,3.9
Siphonochitina formosa,Dw2,Dw2,0.0,400,3.9
Amorphognathus variabilis,Dw1,Dw2,1.0,372,3.9
Asaphus expansus,Dw1,Dw2,1.0,16,3.9
Levisograptus dentatus,Dw1,Dw2,1.0,16,3.9
Acontiodus linxiensis,Dw1,Dw2,1.0,72,3.9
Acrograptus ellesae,Dw2,Dw2,0.0,3,3.9
Aulacograptus cucullus,Dp2,Dw2,3.0,12,3.9
Undulograptus intersitus,Dw1,Dw2,1.0,12,3.9
Coleodus mirabilis,Dw2,Dw2,0.0,27,3.9
Microzarkodina hagetiana,Dw2,Dw2,0.0,16,3.9
Microzarkodina ozarkodella,Dw2,Dw2,0.0,16,3.9
Histiodella bellburnensis,Dw2,Dw2,0.0,380,3.9
Histiodella kristinae,Dw2,Dw2,0.0,380,3.9
pre-flexuosus,Dw2,Dw2,0.0,191,3.9
Pygodus anitae,Dw2,Dw2,0.0,382,3.9
Pygodus magnus,Dw2,Dw2,0.0,382,3.9
Asaphus platyurus,Dw2,Dw2,0.0,16,3.9
Pygodus lunnensis,Dw2,Dw2,0.0,16,3.9
Paroistodus horridus,Dw2,Dw2,0.0,15,3.9
Asaphus raniceps,Dw2,Dw2,0.0,16,3.9
Sivorthis noctilio,Dw2,Dw2,0.0,321,3.9
Didymograptus callotheca,Dw2,Dw2,0.0,3,3.9
Nicholsonograptus fasciculatus,Dw2,Dw2,0.0,53,3.9
Placoparia Placoparia cambriensis,Dp2,Dw2,3.0,321,3.9
Expansograptus kirgisicus,Dw2,Dw2,0.0,346,3.9
Holmograptus lentus,Dw2,Dw2,0.0,3,3.9
Cyathochitina calyx - protocalix,Dw1,Dw2,1.0,400,3.9
Lenodus antivariabilis,Dw1,Dw1,0.0,16,3.9
Megistaspis limbata,Dw1,Dw1,0.0,16,3.9
Arienigraptus zhejiangensis,Dw1,Dw1,0.0,54,3.9
Undulograptus sinicus,Dw1,Dw1,0.0,54,3.9
Belonechitina henryi,Dp2,Dp3,1.0,321,3.9
Cardiograptus morsus,Dw1,Dw1,0.0,346,3.9
Expansograptus hirundo / Undulograptus austrodentatus,Dw1,Dw1,0.0,346,3.9
Glyptoconus quadraplicatus,Dp1,Dw1,3.0,346,3.9
Tangshanodus tangshanensis,Dp1,Dp3,2.0,72,3.9
Histodiella angulata,Dp1,Dp1,0.0,27,3.9
Conochitina cucumis,Dp3,Dw1,1.0,9,3.9
Cyathochitina primitiva,Tr2,Dw1,8.0,3,3.9
Desmochitina ornensis,Dp1,Dp1,0.0,400,3.9
Expansograptus simulans,Fl2,Dp1,2.0,346,3.9
Oepikodus intermedius,Fl2,Dp1,2.0,326,3.9
Paroistodus triangularis,Dp1,Dp1,0.0,72,3.9
Pseudophyllograptus angustifolius elongatus/ Pseudophyllograptus angustifolius tenuis,Fl2,Dp1,2.0,400,3.9
Jumudontus gananda,Fl2,Fl2,0.0,72,3.9
Eremochitina brevis,Fl2,Dp1,2.0,400,3.9
Conochitina langei / Conochitina brevis,Fl2,Dp3,4.0,3,3.9
Isograptus victoriae,Dp1,Dp1,0.0,124,3.9
Periodon aff. flabellum,Dp1,Dp3,2.0,326,3.9
Paroistodus navis,Dp1,Dp1,0.0,72,3.9
Isograptus victoriae maximo-divergens,Dp1,Dp1,0.0,346,3.9
Exigraptus clavus,Dp1,Dp3,2.0,53,3.9
Conochitina raymondi,Fl3,Dp1,1.0,346,3.9
Tripodus laevis,Dp1,Dp2,1.0,113,3.9
Prioniodus evae,Fl2,Fl2,0.0,13,3.9
Corymbograptus varicosus,Fl3,Fl3,0.0,53,3.9
Pendeograptus fruticosus,Fl2,Fl3,1.0,346,3.9
Eremochitina baculata,Fl2,Fl3,1.0,400,3.9
Aurilobodus leptosomatus,Fl2,Fl2,0.0,72,3.9
Loxodus dissectus,Fl2,Fl2,0.0,72,3.9
Scolopodus sunanensis,Fl2,Fl2,0.0,72,3.9
Lagenochitina esthonica / Conochitina raymondi,Fl1,Fl3,2.0,3,3.9
Tetragraptus phyllograptoides,Fl1,Fl1,0.0,53,3.9
Tetragraptus phyllograptoides/ Tetragraptus approximatus,Fl1,Fl2,1.0,400,3.9
Acodus kechikaensis,Fl2,Fl2,0.0,191,3.9
Conochitina symmetrica,Fl1,Fl2,1.0,400,3.9
Parasseratognathus paltodiformis,Fl2,Fl2,0.0,77,3.9
Prioniodus honghuayuanensis,Fl2,Fl2,0.0,"77, 71",3.9
H Hintze 1953,Fl1,Fl3,2.0,165,3.9
I Hintze 1953,Fl2,Fl3,1.0,165,3.9
J Hintze 1953,Fl2,Fl3,1.0,165,3.9
J Ross 1968,Fl2,Fl3,1.0,165,3.9
K Hintze 1953,Fl2,Fl3,1.0,165,3.9
Scandodus warendensis - Scandodus pseudoquadratus,Tr2,Fl3,4.0,346,3.9
Baltograptus deflexus,Fl3,Fl3,0.0,53,3.9
Didymograptus bifidus,Fl2,Fl3,1.0,3,3.9
Pendeograptus fruticosus 3br,Fl2,Fl3,1.0,3,3.9
Expansograptus extensus,Fl2,Fl3,1.0,346,3.9
Didymograptus balticus,Fl1,Fl1,0.0,3,3.9
Didymograptellus eobifidus,Fl3,Fl3,0.0,54,3.9
Phyllograptus elongatus,Fl3,Fl3,0.0,3,3.9
Acanthograptus suecicus,Fl3,Fl3,0.0,53,3.9
Oelanodus elongatus / Acodus deltatus,Fl1,Fl1,0.0,400,3.9
Protopliomerella contracta,Tr2,Fl3,4.0,385,3.9
G-2 Hintze 1953,Tr2,Fl3,4.0,165,3.9
Periodon hankensis,Dp2,Dp3,1.0,326,3.9
Oncograptus / Isograptus,Dp2,Dp3,1.0,346,3.9
Kiaerograptus supremus,Tr3,Tr3,0.0,3,3.9
Tetragraptus akzharensis,Fl1,Fl1,0.0,3,3.9
Acrograptus filiformis,Fl1,Fl1,0.0,53,3.9
Scolopodus cornutiformis,Fl1,Fl1,0.0,346,3.9
Oneotodus costatus,Tr2,Fl1,2.0,326,3.9
Amphorachitina conifundus,Tr2,Tr3,1.0,3,3.9
Drepanoistodus amoenus,Fl1,Fl1,0.0,3,3.9
Lagenochitina brevicollis,Tr2,Fl1,2.0,400,3.9
Paracordylodus gracilis,Fl1,Fl1,0.0,3,3.9
Lagenochitina destombesi,Tr1,Tr3,2.0,12,3.9
Tripodus - Drepanodus aff. amoenus,Tr2,Fl1,2.0,400,3.9
Tripodus,Fl1,Fl1,0.0,3,3.9
Paroistodus parallelus,Fl1,Fl1,0.0,77,3.9
Prioniodus adami,Fl1,Fl1,0.0,77,3.9
Scalpellodus tersus,Tr2,Tr2,0.0,72,3.9
Serratognathus bilobatus,Fl1,Fl1,0.0,77,3.9
Serratognathus diversus,Fl1,Fl1,0.0,77,3.9
Serratognathus extensus,Fl1,Fl1,0.0,77,3.9
Triangulodus bifidus,Fl1,Fl1,0.0,77,3.9
Desmochitina ex. gr. minor,Tr2,Tr3,1.0,237,3.9
Adelograptus victoriae/ Paradelograptus antiquus,Tr3,Tr3,0.0,3,3.9
Araneograptus pulchellus /  Araneograptus macgillivrayi,Tr3,Tr3,0.0,53,3.9
Adelograptus / Clonograptus,Tr3,Tr3,0.0,54,3.9
Loxodus bransoni - Acodus oneotensis,Tr1,Tr1,0.0,177,3.9
Triograptus osloensis - Aletograptus hyperboreus,Tr2,Tr3,1.0,346,3.9
Aorograptus victoriae,Tr3,Tr3,0.0,53,3.9
Adelograptus / Paradelograptus antiguus,Tr1,Tr3,2.0,346,3.9
Rossaspis superciliosa,Tr1,Tr3,2.0,385,3.9
Tesselacauda,Tr1,Tr3,2.0,385,3.9
E Hintze 1953,Tr1,Tr3,2.0,165,3.9
F Hintze 1953,Tr1,Tr3,2.0,165,3.9
Acanthograptus sinensis,Tr2,Tr3,1.0,53,3.9
Hintzeia celsaora,Tr2,Tr3,1.0,385,3.9
G-1 Hintze 1953,Tr2,Tr3,1.0,165,3.9
Rhabdinopora scitulum / Anisograptus,Tr1,Tr1,0.0,12,3.9
Bryograptus tintinniformis,Tr1,Tr1,0.0,53,3.9
Dichelepyge sinensis,Tr1,Tr1,0.0,53,3.9
Adelograptus,Tr1,Tr1,0.0,"273, 276",3.9
Rhabdinopora flabelliformis,Tr1,Tr1,0.0,400,3.9
Symphysurina,Tr1,Tr1,0.0,385,3.9
A Ross 1968,Tr1,Tr1,0.0,165,3.9
B Hintze 1953,Tr1,Tr1,0.0,165,3.9
B Ross 1968,Tr1,Tr1,0.0,165,3.9
Clavohamulus hintzei,Tr1,Tr1,0.0,349,3.9
Cordylodus lindstromi,Tr1,Tr1,0.0,349,3.9
Monocostodus sevierensis,Tr1,Tr1,0.0,349,3.9
Psigraptus jacksoni,Tr1,Tr1,0.0,378,3.9
Triograptus / Anisograptus,Tr1,Tr1,0.0,3,3.9
Hysterolenus asiaticus,Tr1,Tr1,0.0,53,3.9
Anisograptus matanensis,Tr1,Tr1,0.0,346,3.9
Rhabdinopora flabelliformis anglica,Tr1,Tr1,0.0,346,3.9
Rhabdinopora taojiangensis,Tr1,Tr1,0.0,378,3.9
Kiaerograptus,Tr1,Tr1,0.0,346,3.9
Rhabdinopora f. praeparabola / Rhabdinopora f. parabola,Tr1,Tr1,0.0,346,3.9
Araneograptus matanensis,Tr1,Tr1,0.0,27,3.9
Adelograptus tenellus/ Anisograptus richardsoni,Tr1,Tr1,0.0,400,3.9
Bryograptus ramosus/ Rhabdinopora uralense/ Aletograptus hyperboreus,Tr1,Tr1,0.0,400,3.9
Paltodus spurius,Tr1,Tr1,0.0,177,3.9
Acanthodus lineatus,Tr1,Tr1,0.0,72,3.9
Cordylodus rotundatus,Tr1,Tr1,0.0,72,3.9
Utahconus beimataoensis,Tr1,Tr1,0.0,72,3.9
Bellefontia-Xenostegium,Tr1,Tr1,0.0,385,3.9
Leiostegium-Kainella,Tr1,Tr2,1.0,385,3.9
Paraplethopeltis,Tr1,Tr1,0.0,385,3.9
C Hintze 1953,Tr1,Tr1,0.0,165,3.9
D Hintze 1953,Tr1,Tr2,1.0,165,3.9
Proteuloma geinitzi,Tr2,Tr2,0.0,247,3.9
Shumardia (C.) pusilla,Tr2,Tr2,0.0,247,3.9
Paltodus deltifer pristinus,Tr2,Tr2,0.0,273,3.9
Paltous deltifer deltifer,Tr2,Tr2,0.0,273,3.9
Diplograptus ingens wellingtonensis,Sa2,Ka1,1.0,346,3.9
Phragmodus undatis,Sa2,Ka2,2.0,346,3.9
Climacograptus tubuliferus,Ka2,Ka4,2.0,360,3.9
Acanthochitina cancellata,Sa2,Ka1,1.0,3,3.9
Armoricochitina reticulifera,Ka1,Ka2,1.0,3,3.9
Conochitina pygmaea / Hercochitina cristata / Ancyrochitlna spongiosa,Ka1,Ka2,1.0,3,3.9
Cyathochitina angusta,Ka1,Ka1,0.0,3,3.9
Archiclimacograptus trubinensis,Ka1,Ka1,0.0,321,3.9
Crozonaspis dujardini,Ka1,Ka1,0.0,321,3.9
Deanaspis seunesi,Ka1,Ka1,0.0,321,3.9
Svobodaina armoricana,Ka1,Ka1,0.0,321,3.9
Acanthocordylodus festus,Sa1,Ka1,2.0,399,3.9
Boreadorthis asiatica,Sa1,Ka2,3.0,399,3.9
Dolborella plana,Sa1,Ka2,3.0,399,3.9
Ozarkodina dolborica,Sa1,Ka1,2.0,399,3.9
Isalaux stricta,Sa1,Ka1,2.0,399,3.9
Sagittodontus robustus,Sa1,Ka4,5.0,346,3.9
Mimella panna,Sa1,Ka1,2.0,399,3.9
Dicranograptus kiki,Ka1,Ka4,3.0,346,3.9
Archiclimacograptus vulgatus,Ka1,Hi1,4.0,321,3.9
Deanaspis malladai,Ka1,Hi1,4.0,321,3.9
Svobodaina havliceki,Ka1,Hi1,4.0,321,3.9
Orthograptus truncatus var. intermedius,Ka2,Ka4,2.0,360,3.9
Dicellograptus elegans,Ka4,Ka4,0.0,64,3.9
Cekovia perplexa,Ka3,Hi1,2.0,321,3.9
Holdenia insculpta,Hi1,Hi1,0.0,321,3.9
Leangella (Leptestiina) prantli,Ka3,Hi1,2.0,321,3.9
Neodiplograptus charis,Hi1,Hi1,0.0,321,3.9
Aegiromena meneghiniana,Ka3,Hi1,2.0,321,3.9
Stenopareia cf. oblita,Ka3,Hi1,2.0,321,3.9
Jezercia,Dw3,Sa1,1.0,321,3.9
Marrolithus bureaui,Dw3,Sa1,1.0,321,3.9
Bodenia aspera,Sa1,Sa1,0.0,399,3.9
Akidograptus ascensus,Hi2,Hi2,0.0,321,3.9
Armoricochitina armoricana,Dw2,Dw3,1.0,321,3.9
Cacemia ribeiroi,Dw2,Dw3,1.0,321,3.9
Eodalmanitina destombesi nava,Dw2,Dw3,1.0,321,3.9
Placoparia (Coplacoparia) tournemini,Dw2,Dw3,1.0,321,3.9
Neseuretus tristani,Dw3,Dw3,0.0,387,3.9
Eodalmanitina macrophtalma,Dw2,Dw3,1.0,321,3.9
Heterorthina morgatensis,Dw2,Dw3,1.0,321,3.9
Zeliszkella toledana,Dw3,Dw3,0.0,321,3.9
Cardiodella lyrata -Polyplacognathus angarense,Dw3,Dw3,0.0,27,3.9
Expansograptus jakovlevi / Amplexograptus coelatus,Dw2,Dw3,1.0,346,3.9
Eoplacognathus reclinatus,Dw3,Dw3,0.0,188,3.9
Eoplacognathus robustus,Dw3,Dw3,0.0,188,3.9
Evenkina lenaica/ Evenkina anabarensis,Dw3,Dw3,0.0,399,3.9
Homotellus lenaensis,Dw3,Dw3,0.0,399,3.9
Soanella maslovi,Dw3,Dw3,0.0,399,3.9
Homotellus,Dw3,Dw3,0.0,346,3.9
Ortograptus propinquus,Dw3,Dw3,0.0,399,3.9
Lenatoechia lenaensis,Dw3,Dw3,0.0,399,3.9
Quadrilobella recta,Dw3,Dw3,0.0,399,3.9
Mastigograptus datzenkoi,Dw3,Dw3,0.0,399,3.9
Paraglossograptus tentaculatus,Dw1,Dw3,2.0,346,3.9
Phragmodus borealis,Dw2,Dw3,1.0,346,3.9
Phragmodus primus,Dw1,Dw2,1.0,346,3.9
Didymograptus spinulosus,Dp2,Dw2,3.0,321,3.9
Corymbograptus retroflexus,Dp2,Dw2,3.0,321,3.9
Angarella,Dp1,Dw2,4.0,399,3.9
Megistaspis gigas,Dw2,Dw2,0.0,16,3.9
Megistaspis obtusicauda,Dw2,Dw2,0.0,16,3.9
Periodon zgierzensis,Dw2,Dw2,0.0,380,3.9
Plectodina fragilis,Dw1,Dw1,0.0,72,3.9
Amorphognathus antivariabilis,Dw1,Dw1,0.0,372,3.9
Scolopodus paucicostatus,Tr2,Dw1,8.0,72,3.9
Scolopodus pseudoplanus,Tr1,Dw1,9.0,72,3.9
Scolopodus opimus,Dp1,Dw1,3.0,72,3.9
Scolopodus quadraplicatus,Dp1,Dw1,3.0,107,3.9
Aparchites clivosus,Dp1,Dp1,0.0,399,3.9
Biolgina sibirica,Dp1,Dp1,0.0,399,3.9
Nanorthis/ Rhyselasma,Tr2,Dp1,5.0,399,3.9
Biolgina,Dp1,Dp1,0.0,346,3.9
Nanaorthis-Rhyselasma,Tr2,Dp1,5.0,346,3.9
Isograptus divergens,Dp1,Dp1,0.0,250,3.9
K Ross 1968,Dp1,Dp2,1.0,165,3.9
L Hintze 1953,Dp1,Dp2,1.0,165,3.9
Histodiella holodentata–Tangshanodus tangshanensis,Dp1,Dp3,2.0,381,3.9
Baltoniodus communis,Fl2,Fl2,0.0,72,3.9
Aurilobodus leptosomatus - Loxodus dissectus,Fl2,Fl2,0.0,381,3.9
Tetragraptus fruticosus,Fl2,Fl3,1.0,146,3.9
Presbynileus ibexensis,Fl2,Fl3,1.0,386,3.9
Pseudocybele nasuta,Fl2,Fl3,1.0,386,3.9
Pseudocybele paranasuta,Fl2,Fl3,1.0,386,3.9
Hesperonomiella minor,Fl2,Fl3,1.0,165,3.9
Anomalorthis,Fl2,Fl3,1.0,379,3.9
Pseudophyllograptus angustifolius elongatus,Fl2,Fl3,1.0,346,3.9
Corymbograptus deflexus,Fl3,Fl3,0.0,72,3.9
Trigonocerca typica,Fl1,Fl3,2.0,165,3.9
Carolinites nevadensis,Fl1,Fl3,2.0,386,3.9
Strigigenalis plicolabeona,Fl1,Fl3,2.0,386,3.9
Shumardia-Paenebeltella,Tr2,Fl3,4.0,399,3.9
Rhabdinopora omnutachense,Tr2,Fl3,4.0,399,3.9
Bolbocephalus stitti,Tr2,Fl3,4.0,386,3.9
Petigurus cullisoni,Tr2,Fl3,4.0,386,3.9
Strigigenalis caudata,Tr2,Fl3,4.0,386,3.9
Didymograptus deflexus,Fl1,Fl1,0.0,160,3.9
